Tipo o Rol declarante;Razón Social;Nombre Establecimiento;ID Establecimiento VU;Rubro;CIIU4;Región;Provincia;Comuna;Latitud;Longitud;Capítulo LER;Subcapítulo LER;Nombre LER;Cantidad (Toneladas);Año;Razón Social Destinatario;Nombre de Establecimiento Destinatario;Tipo de Tratamiento;Región destinatario;Provincia Destinatario;Comuna Destinatario
Municipio;I MUNICIPALIDAD DE COELEMU;ILUSTRE MUNICIPALIDAD DE COELEMU;3023796;;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Ñuble;Itata;Coelemu;-36,48329718;-72,69999658;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;3929;2014;ECOBIO SA;ECOBIO;Relleno sanitario;Ñuble;Diguillín;Chillan Viejo
Municipio;ILUSTRE MUNICIPALIDAD DE LONGAVÍ;ILUSTRE MUNICIPALIDAD DE LONGAVÍ;3023089;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Maule;Linares;Longaví;-35,96362928;-71,68312126;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Papel y cartón;1955;2014;STARCO S.A.;STARCO S.A.;Vertedero;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE LONGAVÍ;ILUSTRE MUNICIPALIDAD DE LONGAVÍ;3023089;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Maule;Linares;Longaví;-35,96362928;-71,68312126;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Otras fracciones no especificadas en otra categoría;469;2014;STARCO S.A.;STARCO S.A.;Relleno sanitario;null;null;null
Municipio;I MUNICIPALIDAD DE CALBUCO;ILUSTRE MUNICIPALIDAD DE CALBUCO;912279;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Los Lagos;Llanquihue;Calbuco;-41,77259398;-73,12726025;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;1624;2014;REXIN S.A.;REXIN S.A.;null;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE PUTRE;ILUSTRE MUNICIPALIDAD DE PUTRE;4448077;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Arica y Parinacota;Parinacota;Putre;-18,19762191;-69,55918254;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Papel y cartón;222;2014;Ilustre Municipalidad de Putre;Ilustre Municipalidad de Putre;null;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE SANTO DOMINGO;ILUSTRE MUNICIPALIDAD DE SANTO DOMINGO;4055182;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Valparaíso;San Antonio;Santo Domingo;-33,63583343;-71,6280527;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;7483;2014;ECO-GARBAGE S A;VERTEDERO ALTOS DE CARTAGENA;Vertedero;Valparaíso;Valparaíso;Valparaíso
Municipio;I MUNICIPALIDAD DE SALAMANCA;ILUSTRE MUNICIPALIDAD DE SALAMANCA;879730;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Coquimbo;Choapa;Salamanca;-31,78249663;-70,9607137;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Plásticos;0,81;2014;CEMENTO POLPAICO S A;COACTIVA;Co-procesamiento;Metropolitana de Santiago;Santiago;Las Condes
Municipio;ILUSTRE MUNICIPALIDAD DE LA REINA;MUNICIPALIDAD DE LA REINA;4053499;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;La Reina;-33,45250246;-70,53001214;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Residuos voluminosos;5498,39;2014;K D M  S A;RELLENO SANITARIO LOMA LOS COLORADOS;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
Municipio;ILUSTRE MUNICIPALIDAD DE LA REINA;MUNICIPALIDAD DE LA REINA;4053499;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;La Reina;-33,45250246;-70,53001214;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Residuos de parques y jardines (incluidos los residuos de cementerios);Residuos biodegradables;14092,6;2014;K D M  S A;RELLENO SANITARIO LOMA LOS COLORADOS;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
Municipio;ILUSTRE MUNICIPALIDAD DE LA REINA;MUNICIPALIDAD DE LA REINA;4053499;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;La Reina;-33,45250246;-70,53001214;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Residuos municipales no especificados en otra categoría;924,96;2014;K D M  S A;RELLENO SANITARIO LOMA LOS COLORADOS;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
Municipio;ILUSTRE MUNICIPALIDAD DE ALHUÉ;ILUSTRE MUNICIPALIDAD DE ALHUÉ;4055180;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Melipilla;Alhué;-34,03354579;-71,10080655;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Residuos voluminosos;6,2;2014; MENOR 12 DE TONELADAS ANUALES; MENOR 12 DE TONELADAS ANUALES;Eliminación;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE PEÑALOLÉN;ILUSTRE MUNICIPALIDAD DE PEÑALOLÉN;4085307;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;Peñalolén;-33,47191601;-70,56278676;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Papel y cartón;108;2014;SOC RECUPERADORA DE PAPEL S A;SOCIEDAD RECUPERADORA DE PAPELES;Reciclaje de papel, cartón y productos de papel;Metropolitana de Santiago;Santiago;San Joaquín
Municipio;ILUSTRE MUNICIPALIDAD DE LOS ÁLAMOS;ILUSTRE MUNICIPALIDAD DE LOS ÁLAMOS;5441557;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Bío-Bío;Arauco;Los Alamos;-37,62612516;-73,4622622;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;687,32;2014;JORGE HUGO JOSE ANTONIO ARNABOLDI CACERES;JORGE HUGO JOSE ANTONIO ARNABOLDI CACERES;Vertedero;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE LOS ÁLAMOS;ILUSTRE MUNICIPALIDAD DE LOS ÁLAMOS;5441557;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Bío-Bío;Arauco;Los Alamos;-37,62612516;-73,4622622;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;519;2014;JORGE HUGO JOSE ANTONIO ARNABOLDI CACERES;JORGE HUGO JOSE ANTONIO ARNABOLDI CACERES;Vertedero;null;null;null
Municipio;I MUNICIPALIDAD PUERTO OCTAY;ILUSTRE MUNICIPALIDAD DE PUERTO OCTAY;911196;;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Los Lagos;Osorno;Puerto Octay;-40,97292913;-72,88357671;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;2030;2014;I MUNICIPALIDAD DE OSORNO;VERTEDERO CURACO OSORNO;Vertedero;Los Lagos;Osorno;Osorno
Municipio;I MUNICIPALIDAD DE NAVIDAD;ILUSTRE MUNICIPALIDAD DE NAVIDAD;4055185;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Libertador General Bernardo Ohiggins;Cardenal Caro;Navidad;-33,95362584;-71,83029632;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;5344;2014;INGENIERIA Y CONSTRUCCIONES CARDENAL CARO LIMITADA;INGENIERIA Y CONSTRUCCIONES CARDENAL CARO LTDA;Relleno sanitario;Libertador General Bernardo Ohiggins;Cardenal Caro;Pichilemu
Municipio;I MUNICIPALIDAD DE SANTIAGO;ILUSTRE MUNICIPALIDAD DE SANTIAGO;5441724;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;Santiago;-33,43782696;-70,65044388;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Plásticos;1,19;2014;ULTRA PAC SUDAMERICA S A;ULTRAPAC SUDAMERICA SA;Reciclaje de plásticos;Metropolitana de Santiago;Santiago;Pudahuel
Municipio;I MUNICIPALIDAD DE SANTIAGO;ILUSTRE MUNICIPALIDAD DE SANTIAGO;5441724;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;Santiago;-33,43782696;-70,65044388;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Residuos de parques y jardines (incluidos los residuos de cementerios);Residuos biodegradables;397,18;2014;K D M  S A;RELLENO SANITARIO LOMA LOS COLORADOS;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
Municipio;I MUNICIPALIDAD DE CALERA DE TANGO;ILUSTRE MUNICIPALIDAD DE CALERA DE TANGO;5441689;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Maipo;Calera de Tango;-33,63017524;-70,7615076;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Plásticos;2,1;2014;RECICLAJES INDUSTRIALES S A;RECICLAJES INDUSTRIALES SA;Compostaje;Metropolitana de Santiago;Santiago;Las Condes
Municipio;ILUSTRE MUNICIPALIDAD DE INDEPENDENCIA;ILUSTRE MUNICIPALIDAD DE INDEPENDENCIA;431261;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;Independencia;-33,42111682;-70,65445084;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Vidrio;260;2014;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA;Reciclaje de vidrio;Metropolitana de Santiago;Santiago;Cerrillos
Municipio;I MUNICIPALIDAD DE CISNES;ILUSTRE MUNICIPALIDAD DE CISNES;911200;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Aisén del General Carlos Ibañez del Campo;Aisén;Cisnes;-44,72759101;-72,68141928;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;1280,8;2014;I. Municipalidad de Cisnes;I. Municipalidad de Cisnes;null;null;null;null
Municipio;I MUNICIPALIDAD VALDIVIA;ILUSTRE MUNICIPALIDAD DE VALDIVIA;5466519;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Los Ríos;Valdivia;Valdivia;-39,81342573;-73,24675788;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;92717,85;2014;Ilustre Municipalidad de Valdivia ;Ilustre Municipalidad de Valdivia ;null;null;null;null
Municipio;I MUNICIPALIDAD LO BARNECHEA;ILUSTRE MUNICIPALIDAD DE LO BARNECHEA;8825;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;Lo Barnechea;-33,36402271;-70,49366038;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Metales;66,36;2014;RECICLAMETAL LTDA.;RECICLAMETAL LTDA.;Relleno sanitario;null;null;null
Municipio;I MUNICIPALIDAD DE ISLA DE PASCUA;ILUSTRE MUNICIPALIDAD DE ISLA DE PASCUA;4402074;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Valparaíso;Isla de Pascua;Isla de Pascua;-27,14833279;-109,4278951;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Plásticos;24;2014;I MUNICIPALIDAD DE ISLA DE PASCUA;PLANTA DE ACOPIO DE RESIDUOS RECICLABLES ORITO;Reciclaje de plásticos;Valparaíso;Isla de Pascua;Isla de Pascua
Municipio;MUNICIPALIDAD DE LOS ANDES;ILUSTRE MUNICIPALIDAD DE LOS ANDES;4053494;;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Valparaíso;Los Andes;Los Andes;-32,83256982;-70,60018074;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Aceites y grasas comestibles;0,95;2014;BIOILS SPA;BIOILS SPA;Preparación para reutilización;Metropolitana de Santiago;Santiago;Maipú
Municipio;I MUNICIPALIDAD ESTACION CENTRAL;ILUSTRE MUNICIPALIDAD DE ESTACIÓN CENTRAL;4085309;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;Estación Central;-33,45415464;-70,68959133;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;68881,76;2014;CONSORCIO SANTA MARTA S A;RELLENO SANITARIO SANTA MARTA;Relleno sanitario;Metropolitana de Santiago;Maipo;San Bernardo
Municipio;ILUSTRE MUNICIPALIDAD DE CAMINA;ILUSTRE MUNICIPALIDAD DE CAMIÑA;253479;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Tarapacá;Tamarugal;Camiña;-19,31293686;-69,42663495;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;411;2014;Relleno Sanitario Camiña;Relleno Sanitario Camiña;null;null;null;null
Municipio;I MUNICIPALIDAD DE MOLINA;ILUSTRE MUNICIPALIDAD DE MOLINA;3023308;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Maule;Curicó;Molina;-35,11328013;-71,27987556;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;13640,61;2014;RELLENOS SANITARIOS DEL MAULE S A;RELLENO SANITARIO DEL MAULE S.A.;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
Municipio;ILUSTRE MUNICIPALIDAD DE CUREPTO;ILUSTRE MUNICIPALIDAD DE CUREPTO;5441514;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Maule;Talca;Curepto;-35,09585024;-72,02089146;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;136,28;2014;RELLENOS SANITARIOS DEL MAULE S A;RELLENO SANITARIO DEL MAULE S.A.;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
Municipio;ILUSTRE MUNICIPALIDAD DE CUREPTO;ILUSTRE MUNICIPALIDAD DE CUREPTO;5441514;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Maule;Talca;Curepto;-35,09585024;-72,02089146;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;111,98;2014;RELLENOS SANITARIOS DEL MAULE S A;RELLENO SANITARIO DEL MAULE S.A.;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
Municipio;ILUSTRE MUNICIPALIDAD DE CUREPTO;ILUSTRE MUNICIPALIDAD DE CUREPTO;5441514;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Maule;Talca;Curepto;-35,09585024;-72,02089146;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;110,29;2014;RELLENOS SANITARIOS DEL MAULE S A;RELLENO SANITARIO DEL MAULE S.A.;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
Municipio;ILUSTRE MUNICIPALIDAD DE CUREPTO;ILUSTRE MUNICIPALIDAD DE CUREPTO;5441514;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Maule;Talca;Curepto;-35,09585024;-72,02089146;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;113,96;2014;RELLENOS SANITARIOS DEL MAULE S A;RELLENO SANITARIO DEL MAULE S.A.;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
Municipio;ILUSTRE MUNICIPALIDAD DE CUREPTO;ILUSTRE MUNICIPALIDAD DE CUREPTO;5441514;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Maule;Talca;Curepto;-35,09585024;-72,02089146;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;118,85;2014;RELLENOS SANITARIOS DEL MAULE S A;RELLENO SANITARIO DEL MAULE S.A.;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
Municipio;ILUSTRE MUNICIPALIDAD DE SAN FELIPE;ILUSTRE MUNICIPALIDAD DE SAN FELIPE;4054472;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Valparaíso;San Felipe de Aconcagua;San Felipe;-32,75012854;-70,72564888;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;2325,25;2014;SERVICIOS GEA LIMITADA;SERVICIOS GEA LTDA;Relleno sanitario;Valparaíso;San Felipe de Aconcagua;San Felipe
Municipio;ILUSTRE MUNICIPALIDAD DE SAN FELIPE;ILUSTRE MUNICIPALIDAD DE SAN FELIPE;4054472;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Valparaíso;San Felipe de Aconcagua;San Felipe;-32,75012854;-70,72564888;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;2320,2;2014;SERVICIOS GEA LIMITADA;SERVICIOS GEA LTDA;Relleno sanitario;Valparaíso;San Felipe de Aconcagua;San Felipe
Municipio;I MUNICIPALIDAD DE VICHUQUEN;ILUSTRE MUNICIPALIDAD DE VICHUQUÉN;3023084;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Maule;Curicó;Vichuquén;-34,88558317;-71,99254945;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;1234,53;2014;ECOMAULE S A;CENTRO DE TRATAMIENTO DE RESIDUOS ECOMAULE;Relleno sanitario;Maule;Curicó;Curicó
Municipio;ILUSTRE MUNICIPALIDAD DE PINTO;ILUSTRE MUNICIPALIDAD DE PINTO;3022594;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Ñuble;Diguillín;Pinto;-36,70403392;-71,89330634;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;2961,55;2014;ECOBIO SA;ECOBIO;Relleno sanitario;Ñuble;Diguillín;Chillan Viejo
Municipio;ILUSTRE MUNICIPALIDAD DE LAMPA;ILUSTRE MUNICIPALIDAD DE LAMPA;325221;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Chacabuco;Lampa;-33,28486183;-70,87816576;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;29355,46;2014;K D M  S A;RELLENO SANITARIO LOMA LOS COLORADOS;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
Municipio;I MUNICIPALIDAD DE PUCHUNCAVI;ILUSTRE MUNICIPALIDAD DE PUCHUNCAVÍ;4055168;;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Valparaíso;Valparaíso;Puchuncaví;-32,7264243;-71,41615266;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;15500;2014;I MUNICIPALIDAD DE PUCHUNCAVI;VERTEDERO MUNICIPAL PUCHUNCAVI;Vertedero;Valparaíso;Valparaíso;Puchuncaví
Municipio;ILUSTRE MUNICIPALIDAD DE IQUIQUE;ILUSTRE MUNICIPALIDAD DE IQUIQUE;879722;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Tarapacá;Iquique;Iquique;-20,23949876;-70,08668276;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;181808;2014;ILUSTRE MUNICIPALIDAD DE IQUIQUE;VERTEDERO EL BORO;Relleno sanitario;Tarapacá;Iquique;Iquique
Municipio;ILUSTRE MUNICIPALIDAD DE SAN PABLO;ILUSTRE MUNICIPALIDAD DE SAN PABLO;911191;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Los Lagos;Osorno;San Pablo;-40,4120973;-73,01204766;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;2496;2014;Patricio Contreras Villalon;Patricio Contreras Villalon;null;null;null;null
Municipio;I MUNICIPALIDAD DE LIMACHE;ILUSTRE MUNICIPALIDAD DE LIMACHE;3130791;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Valparaíso;Marga Marga;Limache;-33,00952416;-71,2595877;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;1108,29;2014;GESTION INTEGRAL DE RESIDUOS S A;RELLENO SANITARIO EL MOLLE;Relleno sanitario;Valparaíso;Valparaíso;Valparaíso
Municipio;I MUNICIPALIDAD DE LIMACHE;ILUSTRE MUNICIPALIDAD DE LIMACHE;3130791;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Valparaíso;Marga Marga;Limache;-33,00952416;-71,2595877;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;1301,66;2014;GESTION INTEGRAL DE RESIDUOS S A;RELLENO SANITARIO EL MOLLE;Relleno sanitario;Valparaíso;Valparaíso;Valparaíso
Municipio;I MUNICIPALIDAD DE LIMACHE;ILUSTRE MUNICIPALIDAD DE LIMACHE;3130791;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Valparaíso;Marga Marga;Limache;-33,00952416;-71,2595877;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;1347,76;2014;GESTION INTEGRAL DE RESIDUOS S A;RELLENO SANITARIO EL MOLLE;Relleno sanitario;Valparaíso;Valparaíso;Valparaíso
Municipio;I MUNICIPALIDAD DE SAN MIGUEL;ILUSTRE MUNICIPALIDAD DE SAN MIGUEL;253465;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;San Miguel;-33,48583178;-70,6497074;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;41665,2;2014;K D M  S A;RELLENO SANITARIO LOMA LOS COLORADOS;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
Municipio;I MUNICIPALIDAD DE VILLA ALEGRE;ILUSTRE MUNICIPALIDAD DE VILLA ALEGRE;3023085;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Maule;Linares;Villa Alegre;-35,67619218;-71,74391324;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Papel y cartón;3370,84;2014;RELLENOS SANITARIOS DEL MAULE S A;RELLENO SANITARIO DEL MAULE S.A.;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
Municipio;I MUNICIPALIDAD DE CURICO;ILUSTRE MUNICIPALIDAD DE CURICÓ;3023079;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Maule;Curicó;Curicó;-34,98597112;-71,23873401;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;53105;2014;RELLENOS SANITARIOS DEL MAULE S A;RELLENO SANITARIO DEL MAULE S.A.;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
