Tipo o Rol declarante;Razón Social;Nombre Establecimiento;ID Establecimiento VU;Rubro;CIIU4;Región;Provincia;Comuna;Latitud;Longitud;Capítulo LER;Subcapítulo LER;Nombre LER;Cantidad (Toneladas);Año;Razón Social Destinatario;Nombre Establecimiento Destinatario;Tipo de Tratamiento;Región destinatario;Provincia Destinatario;Comuna Destinatario
Municipio;I MUNICIPALIDAD DE TALCA;ILUSTRE MUNICIPALIDAD DE TALCA;3022588;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Maule;Talca;Talca;-35,42591381;-71,66543284;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Vidrio;64;2016;RECIPET S A;RECIPET SA;Reciclaje de plásticos;Metropolitana de Santiago;Maipo;San Bernardo
Municipio;ILUSTRE MUNICIPALIDAD DE NATALES;ILUSTRE MUNICIPALIDAD DE NATALES;911617;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Magallanes y de la Antártica Chilena;Ultima Esperanza;Natales;-51,72603794;-72,50808591;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;29136;2016;ILUSTRE MUNICIPALIDAD DE NATALES;VERTEDERO MUNICIPAL DE NATALES;Vertedero;Magallanes y de la Antártica Chilena;Ultima Esperanza;Natales
Municipio;I MUNICIPALIDAD DE NUNOA;ILUSTRE MUNICIPALIDAD DE ÑUÑOA;4053498;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;Ñuñoa;-33,45523248;-70,59391382;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;80631,79;2016;K D M  S A;RELLENO SANITARIO LOMA LOS COLORADOS;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
Municipio;ILUSTRE MUNICIPALIDAD DE QUINTERO;ILUSTRE MUNICIPALIDAD DE QUINTERO;4055167;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Valparaíso;Valparaíso;Quintero;-32,78554621;-71,52738199;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;22411;2016;Juan Dimantidis Chapan;Juan Dimantidis Chapan;Vertedero;null;null;null
Municipio;I MUNICIPALIDAD DE EL CARMEN;ILUSTRE MUNICIPALIDAD DE EL CARMEN;3022598;#N/A;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Ñuble;Diguillín;El Carmen;-36,89714197;-72,02687887;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;2247,75;2016;ECOBIO SA;ECOBIO;Relleno sanitario;Ñuble;Diguillín;Chillan Viejo
Municipio;ILUSTRE MUNICIPALIDAD DE PIRQUE;ILUSTRE MUNICIPALIDAD DE PIRQUE;4053455;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Cordillera;Pirque;-34,60403454;-71,65198429;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Residuos municipales no especificados en otra categoría;7970,05;2016;Consorcio Santa Marta S.A;Consorcio Santa Marta S.A;Relleno sanitario;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE SAN ESTEBAN;ILUSTRE MUNICIPALIDAD DE SAN ESTEBAN;2369794;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Valparaíso;Los Andes;San Esteban;-32,79993547;-70,5791026;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;5383;2016;SERVICIOS GEA LIMITADA;SERVICIOS GEA LTDA;Relleno sanitario;Valparaíso;San Felipe de Aconcagua;San Felipe
Municipio;ILUSTRE MUNICIPALIDAD DE QUILICURA;ILUSTRE MUNICIPALIDAD DE QUILICURA;4053448;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;Quilicura;-33,36872878;-70,73119776;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;101872,33;2016;K D M  S A;RELLENO SANITARIO LOMA LOS COLORADOS;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
Municipio;I MUNICIPALIDAD DE CONCEPCION;ILUSTRE MUNICIPALIDAD DE CONCEPCIÓN;4587633;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Bío-Bío;Concepción;Concepción;-36,82832797;-73,05151529;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;110000;2016;Cemarc S.A.;Cemarc S.A.;Relleno sanitario;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE YERBAS BUENAS;ILUSTRE MUNICIPALIDAD DE YERBAS BUENAS;3023087;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Maule;Linares;Yerbas Buenas;-35,75007934;-71,58373777;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Plásticos;0,37;2016;GREENPLAST SA;GREENPLAST SA;Reciclaje de plásticos;Metropolitana de Santiago;Chacabuco;Lampa
Municipio;ILUSTRE MUNICIPALIDAD DE YERBAS BUENAS;ILUSTRE MUNICIPALIDAD DE YERBAS BUENAS;3023087;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Maule;Linares;Yerbas Buenas;-35,75007934;-71,58373777;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Lodos de fosas sépticas;5678,7;2016;Servicio de Agua Potable La Chiripa Limitada;Servicio de Agua Potable La Chiripa Limitada;Recepción de Lodos en PTAS;null;null;null
Municipio;I MUNICIPALIDAD DE RECOLETA;ILUSTRE MUNICIPALIDAD DE RECOLETA;431431;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;Recoleta;-33,40158262;-70,6436402;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;76618,3;2016;K D M  S A;RELLENO SANITARIO LOMA LOS COLORADOS;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
Municipio;I MUNICIPALIDAD DE RECOLETA;ILUSTRE MUNICIPALIDAD DE RECOLETA;431431;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;Recoleta;-33,40158262;-70,6436402;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Residuos de limpieza viaria;14,09;2016;K D M  S A;RELLENO SANITARIO LOMA LOS COLORADOS;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
Municipio;I MUNICIPALIDAD DE GORBEA;ILUSTRE MUNICIPALIDAD DE GORBEA;1986452;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Araucanía;Cautín;Gorbea;-39,10232162;-72,67542713;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Residuos municipales no especificados en otra categoría;3652;2016;I MUNICIPALIDAD DE GORBEA;VERTEDERO MUNICIPAL DE GORBEA;Vertedero;Araucanía;Cautín;Gorbea
Municipio;I MUNICIPALIDAD DE ISLA DE PASCUA;ILUSTRE MUNICIPALIDAD DE ISLA DE PASCUA;4402074;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Valparaíso;Isla de Pascua;Isla de Pascua;-27,14833279;-109,4278951;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;2716,9;2016;I MUNICIPALIDAD DE ISLA DE PASCUA;VERTEDERO VAI A ORI;Vertedero;Valparaíso;Isla de Pascua;Isla de Pascua
Municipio;I MUNICIPALIDAD DE ISLA DE PASCUA;ILUSTRE MUNICIPALIDAD DE ISLA DE PASCUA;4402074;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Valparaíso;Isla de Pascua;Isla de Pascua;-27,14833279;-109,4278951;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Vidrio;45;2016;I MUNICIPALIDAD DE ISLA DE PASCUA;PLANTA DE ACOPIO DE RESIDUOS RECICLABLES ORITO;Reciclaje de vidrio;Valparaíso;Isla de Pascua;Isla de Pascua
Municipio;I MUNICIPALIDAD DE MAFIL;ILUSTRE MUNICIPALIDAD DE MÁFIL;1986196;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Los Ríos;Valdivia;Máfil;-39,66490072;-72,95715478;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;1916,45;2016;I MUNICIPALIDAD VALDIVIA;VERTEDERO DE MORROMPULLI Y EDIFICIO CONSISTORIAL;Vertedero;Los Ríos;Valdivia;Valdivia
Municipio;ILUSTRE MUNICIPALIDAD DE PAREDONES;ILUSTRE MUNICIPALIDAD DE PAREDONES;3023301;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Libertador General Bernardo Ohiggins;Cardenal Caro;Paredones;-34,65196276;-71,90014378;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Residuos biodegradables de cocinas y restaurantes;200;2016;RELLENOS SANITARIOS DEL MAULE S A;RELLENO SANITARIO DEL MAULE S.A.;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
Municipio;ILUSTRE MUNICIPALIDAD DE PAREDONES;ILUSTRE MUNICIPALIDAD DE PAREDONES;3023301;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Libertador General Bernardo Ohiggins;Cardenal Caro;Paredones;-34,65196276;-71,90014378;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Equipos eléctricos y electrónicos desechados distintos de los especificados en los códigos 20 01 21, 20 01 23 y 20 01 35;10;2016;RELLENOS SANITARIOS DEL MAULE S A;RELLENO SANITARIO DEL MAULE S.A.;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
Municipio;ILUSTRE MUNICIPALIDAD DE PAREDONES;ILUSTRE MUNICIPALIDAD DE PAREDONES;3023301;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Libertador General Bernardo Ohiggins;Cardenal Caro;Paredones;-34,65196276;-71,90014378;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Madera distinta de la especificada en el código 20 01 37;20;2016;RELLENOS SANITARIOS DEL MAULE S A;RELLENO SANITARIO DEL MAULE S.A.;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
Municipio;I MUNICIPALIDAD DE CONSTITUCION;ILUSTRE MUNICIPALIDAD DE CONSTITUCIÓN;3023790;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Maule;Talca;Constitución;-35,33069383;-72,41336328;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Plásticos;0,32;2016;RESIDUOS PELIGROSOS MANUEL SUAREZ ESPINOZA E.I.R.L.;RESIDUOS PELIGROSOS MANUEL SUAREZ ESPINOZA EIRL;Reciclaje de plásticos;Maule;Talca;Constitución
Municipio;ILUSTRE MUNICIPALIDAD DE DIEGO DE ALMAGRO;ILUSTRE MUNICIPALIDAD DE DIEGO DE ALMAGRO;4587535;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Atacama;Chañaral;Diego de Almagro;-27,37200578;-70,32208229;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;5904;2016;I. MUNICIPALIDAD DE DIEGO DE ALMAGRO;I. MUNICIPALIDAD DE DIEGO DE ALMAGRO;Vertedero;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE PADRE HURTADO;ILUSTRE MUNICIPALIDAD DE PADRE HURTADO;5441698;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Talagante;Padre Hurtado;-33,57645441;-70,8226315;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Vidrio;60,23;2016;CRISTALERIAS DE CHILE S A;CRISTALERIAS DE CHILE  S A;Reciclaje de vidrio;Metropolitana de Santiago;Talagante;Padre Hurtado
Municipio;I MUNICIPALIDAD DE CALERA DE TANGO;ILUSTRE MUNICIPALIDAD DE CALERA DE TANGO;5441689;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Maipo;Calera de Tango;-33,63017524;-70,7615076;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Metales;0,04;2016;RECUPAC S A;RECUPAC S A;Reciclaje de papel, cartón y productos de papel;Metropolitana de Santiago;Santiago;Huechuraba
Municipio;I MUNICIPALIDAD DE CALERA DE TANGO;ILUSTRE MUNICIPALIDAD DE CALERA DE TANGO;5441689;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Maipo;Calera de Tango;-33,63017524;-70,7615076;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Plásticos;5,95;2016;RECUPAC S A;RECUPAC S A;Reciclaje de papel, cartón y productos de papel;Metropolitana de Santiago;Santiago;Huechuraba
Municipio;I MUNICIPALIDAD DE SAN MIGUEL;ILUSTRE MUNICIPALIDAD DE SAN MIGUEL;253465;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;San Miguel;-33,48583178;-70,6497074;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;44959,54;2016;K D M  S A;RELLENO SANITARIO LOMA LOS COLORADOS;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
Municipio;I MUNICIPALIDAD DE PARRAL;ILUSTRE MUNICIPALIDAD DE PARRAL;3770460;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Maule;Linares;Parral;-33,73094111;-70,74232428;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Vidrio;67,05;2016;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA;Reciclaje de vidrio;Metropolitana de Santiago;Santiago;Cerrillos
Municipio;I MUNICIPALIDAD DE CURANILAHUE;ILUSTRE MUNICIPALIDAD DE CURANILAHUE;1965224;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Bío-Bío;Arauco;Curanilahue;-37,47597707;-73,34583413;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;9853,41;2016;Asociación de Municipalidad de Arauco y Curanilahue;Asociación de Municipalidad de Arauco y Curanilahue;Relleno sanitario;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE COINCO;ILUSTRE MUNICIPALIDAD DE COINCO;3022123;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Libertador General Bernardo Ohiggins;Cachapoal;Coinco;-34,26972689;-70,95170635;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Residuos de parques y jardines (incluidos los residuos de cementerios);Residuos biodegradables;183,4;2016;I MUNICIPALIDAD DE RANCAGUA;RELLENO SANITARIO COLIHUES LA YESCA;Relleno sanitario;Libertador General Bernardo Ohiggins;Cachapoal;Rancagua
Municipio;ILUSTRE MUNICIPALIDAD DE COINCO;ILUSTRE MUNICIPALIDAD DE COINCO;3022123;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Libertador General Bernardo Ohiggins;Cachapoal;Coinco;-34,26972689;-70,95170635;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;1517,5;2016;I MUNICIPALIDAD DE RANCAGUA;RELLENO SANITARIO COLIHUES LA YESCA;Relleno sanitario;Libertador General Bernardo Ohiggins;Cachapoal;Rancagua
Municipio;ILUSTRE MUNICIPALIDAD DE COINCO;ILUSTRE MUNICIPALIDAD DE COINCO;3022123;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Libertador General Bernardo Ohiggins;Cachapoal;Coinco;-34,26972689;-70,95170635;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Residuos de limpieza viaria;134,11;2016;I MUNICIPALIDAD DE RANCAGUA;RELLENO SANITARIO COLIHUES LA YESCA;Relleno sanitario;Libertador General Bernardo Ohiggins;Cachapoal;Rancagua
Municipio;ILUSTRE MUNICIPALIDAD DE EL QUISCO;ILUSTRE MUNICIPALIDAD DE EL QUISCO;1072274;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Valparaíso;San Antonio;El Quisco;-33,39975411;-71,69475349;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;10693;2016;ECO-GARBAGE S A;VERTEDERO ALTOS DE CARTAGENA;Vertedero;Valparaíso;Valparaíso;Valparaíso
Municipio;I MUNICIPALIDAD DE MOSTAZAL;ILUSTRE MUNICIPALIDAD DE MOSTAZAL;4054481;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Libertador General Bernardo Ohiggins;Cachapoal;Mostazal;-33,98008158;-70,71185621;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Vidrio;27,84;2016;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA;Reciclaje de vidrio;Metropolitana de Santiago;Santiago;Cerrillos
Municipio;I MUNICIPALIDAD DE BULNES;ILUSTRE MUNICIPALIDAD DE BULNES;3022595;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Ñuble;Diguillín;Bulnes;-36,74329656;-72,29818761;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Residuos biodegradables de cocinas y restaurantes;9139,04;2016;Altramuz Ltda.;Altramuz Ltda.;Relleno sanitario;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE TILTIL;ILUSTRE MUNICIPALIDAD DE TILTIL;4053449;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Chacabuco;Tiltil;-33,08509068;-70,92901261;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;5889;2016;K D M  S A;RELLENO SANITARIO LOMA LOS COLORADOS;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
Municipio;I MUNICIPALIDAD DE SAN BERNARDO;ILUSTRE MUNICIPALIDAD DE SAN BERNARDO;323796;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Maipo;San Bernardo;-33,59526844;-70,70150871;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;163568;2016;CONSORCIO SANTA MARTA S A;RELLENO SANITARIO SANTA MARTA;Relleno sanitario;Metropolitana de Santiago;Maipo;San Bernardo
Municipio;I MUNICIPALIDAD DE SAN BERNARDO;ILUSTRE MUNICIPALIDAD DE SAN BERNARDO;323796;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Maipo;San Bernardo;-33,59526844;-70,70150871;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Aceites y grasas comestibles;78,9;2016;BIOILS SPA;BIOILS SPA;Preparación para reutilización;Metropolitana de Santiago;Santiago;Maipú
Municipio;I MUNICIPALIDAD DE SAN BERNARDO;ILUSTRE MUNICIPALIDAD DE SAN BERNARDO;323796;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Maipo;San Bernardo;-33,59526844;-70,70150871;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Plásticos;0,5;2016;RECIPET S A;RECIPET SA;Reciclaje de plásticos;Metropolitana de Santiago;Maipo;San Bernardo
Municipio;I MUNICIPALIDAD DE LLANQUIHUE;ILUSTRE MUNICIPALIDAD DE LLANQUIHUE;912277;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Los Lagos;Llanquihue;Llanquihue;-41,25658197;-73,00548556;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;4288,38;2016;INTERASEO CHILE S.A;INTERASEO CHILE S.A;Relleno sanitario;null;null;null
Municipio;I MUNICIPALIDAD DE YUMBEL;ILUSTRE MUNICIPALIDAD DE YUMBEL;1963656;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Bío-Bío;Biobío;Yumbel;-37,09830218;-72,56149426;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Ropa;507,81;2016;DEMARCO S A;RELLENO SANITARIO LOS ANGELES;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
Municipio;ILUSTRE MUNICIPALIDAD DE CUREPTO;ILUSTRE MUNICIPALIDAD DE CUREPTO;5441514;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Maule;Talca;Curepto;-35,09585024;-72,02089146;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;190,89;2016;RELLENOS SANITARIOS DEL MAULE S A;RELLENO SANITARIO DEL MAULE S.A.;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
Municipio;ILUSTRE MUNICIPALIDAD DE CUREPTO;ILUSTRE MUNICIPALIDAD DE CUREPTO;5441514;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Maule;Talca;Curepto;-35,09585024;-72,02089146;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;135,69;2016;RELLENOS SANITARIOS DEL MAULE S A;RELLENO SANITARIO DEL MAULE S.A.;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
Municipio;ILUSTRE MUNICIPALIDAD DE CUREPTO;ILUSTRE MUNICIPALIDAD DE CUREPTO;5441514;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Maule;Talca;Curepto;-35,09585024;-72,02089146;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;148,1;2016;RELLENOS SANITARIOS DEL MAULE S A;RELLENO SANITARIO DEL MAULE S.A.;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
Municipio;I MUNICIPALIDAD DE TENO;ILUSTRE MUNICIPALIDAD DE TENO;3023081;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Maule;Curicó;Teno;-34,86822629;-71,16141795;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Otras fracciones no especificadas en otra categoría;7104,49;2016;RELLENOS SANITARIOS DEL MAULE S A;RELLENO SANITARIO DEL MAULE S.A.;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
Municipio;I MUNICIPALIDAD DE TENO;ILUSTRE MUNICIPALIDAD DE TENO;3023081;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Maule;Curicó;Teno;-34,86822629;-71,16141795;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Plásticos;0,4;2016;RECICLADORA JORGE MILLAS ARRIETA E.I.R.L.;BODEGA;Pretratamiento de plásticos ;Maule;Curicó;Teno
