Tipo o rol declarante;Nombre Establecimiento;Razón Social;ID Establecimiento VU;Rubro RETC;CIIU6;CIIU4;Región;Provincia;Comuna;Huso;Coordenada Este;Coordenada Norte;Número Capítulo;Capítulo LER;Número Subcapítulo;Subcapítulo LER;Número LER;Nombre LER;Tratamiento;Valorización/Eliminación;Cantidad (Toneladas);Declaración/Estimación;Año;ID Establecimiento VU Destinatario;Nombre Establecimiento Destinatario;Razón Social Destinatario;Comuna Destinatario;Región Destinatario
Municipio;ILUSTRE MUNICIPALIDAD DE NACIMIENTO;I MUNICIPALIDAD DE NACIMIENTO;1963515;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Biobío;Biobío;Nacimiento;18;705897;5846841;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);2;Vidrio;Reciclaje de vidrio;Valorización;4,89;Declaración;2019;1967;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA | CRISTALERIAS TORO SPA;Cerrillos;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE YERBAS BUENAS;ILUSTRE MUNICIPALIDAD DE YERBAS BUENAS;3023087;;;;Maule;Linares;Yerbas Buenas;19;266376;6040692;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);2;Vidrio;Vertedero;Eliminación;5,15;Declaración;2019;5464026;RELLENO SANITARIO SAN ROQUE;SOCIEDAD ARQUITECTURA Y PAISAJISMO RIO MAULE LTDA | RELLENO SANITARIO SAN ROQUE;San Clemente;Maule
Municipio;ILUSTRE MUNICIPALIDAD DE MACHALÍ;ILUSTRE MUNICIPALIDAD DE MACHALI;4054479;Otras actividades;Actividades de asociaciones empresariales y de empleadores;Actividades de asociaciones empresariales y de empleadores;Libertador Gral. Bernardo O'Higgins;Cachapoal;Machalí;19;347339;6216706;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;99;Residuos municipales no especificados en otra categoría;Sitio de Escombros de la Construcción;Eliminación;0,89;Declaración;2019;5468692;SOCIEDAD COMERCIAL GREEN WORLD LIMITADA;SOCIEDAD COMERCIAL GREEN WORLD LIMITADA | SOCIEDAD COMERCIAL GREEN WORLD LIMITADA;Rancagua;Libertador Gral. Bernardo O'Higgins
Municipio;MUNICIPALIDAD DE LA REINA;I MUNICIPALIDAD DE LA REINA;4053499;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Santiago;La Reina;19;357800;6297500;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);2;Vidrio;Reciclaje de vidrio;Valorización;141,8;Declaración;2019;1967;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA | CRISTALERIAS TORO SPA;Cerrillos;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE FRESIA;I MUNICIPALIDAD DE FRESIA;2154307;Otras actividades;Actividades de asociaciones empresariales y de empleadores;Actividades de asociaciones empresariales y de empleadores;Los Lagos;Llanquihue;Fresia;18;632889;5443383;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Relleno sanitario;Eliminación;213,54;Declaración;2019;5465162;RELLENO SANITARIO PROVINCIAL COMUNA DE PUERTO VARAS;I MUNICIPALIDAD DE PUERTO VARAS | RELLENO SANITARIO PROVINCIAL COMUNA DE PUERTO VARAS;Puerto Varas;Los Lagos
Municipio;ILUSTRE MUNICIPALIDAD DE ARICA;I MUNICIPALIDAD DE ARICA;244524;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Arica y Parinacota;Arica;Arica;19;360787;7956208;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Basural;Eliminación;80948,26;Declaración;2019;5473154;VERTEDERO MUNICIPAL;I MUNICIPALIDAD DE ARICA | VERTEDERO MUNICIPAL;Arica;Arica y Parinacota
Municipio;ILUSTRE MUNICIPALIDAD DE FRESIA;I MUNICIPALIDAD DE FRESIA;2154307;Otras actividades;Actividades de asociaciones empresariales y de empleadores;Actividades de asociaciones empresariales y de empleadores;Los Lagos;Llanquihue;Fresia;18;632889;5443383;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Relleno sanitario;Eliminación;213,17;Declaración;2019;5465162;RELLENO SANITARIO PROVINCIAL COMUNA DE PUERTO VARAS;I MUNICIPALIDAD DE PUERTO VARAS | RELLENO SANITARIO PROVINCIAL COMUNA DE PUERTO VARAS;Puerto Varas;Los Lagos
Municipio;ILUSTRE MUNICIPALIDAD DE CHÉPICA;I MUNICIPALIDAD DE CHEPICA;3023300;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Libertador Gral. Bernardo O'Higgins;Colchagua;Chépica;19;291882;6154741;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Relleno sanitario;Eliminación;4526;Declaración;2019;6054;RELLENO SANITARIO DEL MAULE S.A.;RELLENOS SANITARIOS DEL MAULE S A | RELLENO SANITARIO DEL MAULE S.A.;Talca;Maule
Municipio;ILUSTRE MUNICIPALIDAD DE YUNGAY;I MUNICIPALIDAD DE YUNGAY;5469886;Otras actividades;Actividades de mantenimiento del orden público y de seguridad;Actividades de mantenimiento del orden público y de seguridad;Ñuble;Diguillín;Yungay;18;764834;5887640;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Relleno sanitario;Eliminación;5186;Declaración;2019;5453436;RELLENO SANITARIO LOS ANGELES;DEMARCO S A | RELLENO SANITARIO LOS ANGELES;Los Angeles;Biobío
Municipio;ILUSTRE MUNICIPALIDAD DE LA UNIÓN;I MUNICIPALIDAD DE LA UNION;911604;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Los Ríos;Ranco;La Unión;18;663110;5538175;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Vertedero;Eliminación;929;Declaración;2019;4587637;VERTEDERO DE MORROMPULLI Y EDIFICIO CONSISTORIAL;I MUNICIPALIDAD VALDIVIA | VERTEDERO DE MORROMPULLI Y EDIFICIO CONSISTORIAL;Valdivia;Los Ríos
Municipio;ILUSTRE MUNICIPALIDAD DE LANCO;I MUNICIPALIDAD DE LANCO;1986194;Otras actividades;Otras actividades de servicios personales n.c.p.;Otras actividades de servicios personales n.c.p.;Los Ríos;Valdivia;Lanco;18;691050;5630818;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;Papel y cartón;Pretratamiento de Papel y Cartón;Valorización;0,5;Declaración;2019;5469635;BODEGA G2 LTDA;INGENIERIA Y CONSTRUCCION G2 LIMITADA | BODEGA G2 LTDA;Valdivia;Los Ríos
Municipio;ILUSTRE MUNICIPALIDAD DE NEGRETE;I MUNICIPALIDAD DE NEGRETE;3117123;Otras actividades;Actividades de mantenimiento del orden público y de seguridad;Actividades de mantenimiento del orden público y de seguridad;Biobío;Biobío;Negrete;18;718203;5837354;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Vertedero;Eliminación;2461,21;Declaración;2019;5461913;VERTEDERO LICURA (MULCHEN;EMPRESA DE SERVICIOS MECANIZADOS ASEOS Y ROCES LTDA | VERTEDERO LICURA (MULCHEN;Mulchén;Biobío
Municipio;ILUSTRE MUNICIPALIDAD DE RENAICO;I MUNICIPALIDAD DE RENAICO;1963667;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Araucanía;Malleco;Renaico;18;712976;5827926;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Vertedero;Eliminación;2483,44;Declaración;2019;5461913;VERTEDERO LICURA (MULCHEN;EMPRESA DE SERVICIOS MECANIZADOS ASEOS Y ROCES LTDA | VERTEDERO LICURA (MULCHEN;Mulchén;Biobío
Municipio;ILUSTRE MUNICIPALIDAD DE FRESIA;I MUNICIPALIDAD DE FRESIA;2154307;Otras actividades;Actividades de asociaciones empresariales y de empleadores;Actividades de asociaciones empresariales y de empleadores;Los Lagos;Llanquihue;Fresia;18;632889;5443383;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Relleno sanitario;Eliminación;186,497;Declaración;2019;5465162;RELLENO SANITARIO PROVINCIAL COMUNA DE PUERTO VARAS;I MUNICIPALIDAD DE PUERTO VARAS | RELLENO SANITARIO PROVINCIAL COMUNA DE PUERTO VARAS;Puerto Varas;Los Lagos
Municipio;MUNICIPALIDAD DE PROVIDENCIA;I MUNICIPALIDAD DE PROVIDENCIA;4585273;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Santiago;Providencia;19;350394;6299660;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);99;Otras fracciones no especificadas en otra categoría;Pretratamiento de madera que no contiene sustancias peligrosas;Valorización;37;Declaración;2019;88827;RECUPAC S A;RECUPAC S A | RECUPAC S A;La Pintana;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE ARICA;I MUNICIPALIDAD DE ARICA;244524;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Arica y Parinacota;Arica;Arica;19;360787;7956208;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;99;Residuos municipales no especificados en otra categoría;Basural;Eliminación;1551,32;Declaración;2019;5473154;VERTEDERO MUNICIPAL;I MUNICIPALIDAD DE ARICA | VERTEDERO MUNICIPAL;Arica;Arica y Parinacota
Municipio;MUNICIPALIDAD DE PROVIDENCIA;I MUNICIPALIDAD DE PROVIDENCIA;4585273;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Santiago;Providencia;19;350394;6299660;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);2;Vidrio;Relleno sanitario;Eliminación;458;Declaración;2019;7803;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A | RELLENO SANITARIO LOMA LOS COLORADOS;Tiltil;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE PUTAENDO;I MUNICIPALIDAD DE PUTAENDO;4054473;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Valparaíso;San Felipe de Aconcagua;Putaendo;19;338984;6388834;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Relleno sanitario;Eliminación;346,44;Declaración;2019;5460838;SERVICIOS GEA LTDA;SERVICIOS GEA LIMITADA | SERVICIOS GEA LTDA;San Felipe;Valparaíso
Municipio;ILUSTRE MUNICIPALIDAD DE FUTRONO;ILUSTRE MUNICIPALIDAD DE FUTRONO;5441706;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Los Ríos;Ranco;Futrono;18;722356;5554432;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Vertedero;Eliminación;3919;Declaración;2019;4587637;VERTEDERO DE MORROMPULLI Y EDIFICIO CONSISTORIAL;I MUNICIPALIDAD VALDIVIA | VERTEDERO DE MORROMPULLI Y EDIFICIO CONSISTORIAL;Valdivia;Los Ríos
Municipio;ILUSTRE MUNICIPALIDAD DE PANGUIPULLI;I MUNICIPALIDAD DE PANGUIPULLI;911609;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Los Ríos;Valdivia;Panguipulli;18;728549;5608404;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);2;Vidrio;Reciclaje de vidrio;Valorización;132,7;Declaración;2019;1967;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA | CRISTALERIAS TORO SPA;Cerrillos;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE MELIPEUCO;ILUSTRE MUNICIPALIDAD MELIPEUCO;5441035;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Araucanía;Cautín;Melipeuco;19;266311;5696166;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);39;Plásticos;Pretratamiento de plásticos;Valorización;1,66;Declaración;2019;5470713;COMERCIAL MORCAS LIMITADA;COMERCIAL MORCAS LIMITADA | COMERCIAL MORCAS LIMITADA;Lautaro;Araucanía
Municipio;MUNICIPALIDAD DE LA REINA;I MUNICIPALIDAD DE LA REINA;4053499;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Santiago;La Reina;19;357800;6297500;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;99;Residuos municipales no especificados en otra categoría;Relleno sanitario;Eliminación;702,72;Declaración;2019;7803;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A | RELLENO SANITARIO LOMA LOS COLORADOS;Tiltil;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE CHILE CHICO;ILUSTRE MUNICIPALIDAD DE CHILE CHICO;911202;Otras actividades;Actividades de otras asociaciones n.c.p.;Actividades de otras asociaciones n.c.p.;Aysén del Gral. Carlos Ibáñez del Campo;General Carrera;Chile Chico;19;291275;4842251;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Vertedero;Eliminación;2133;Declaración;2019;4848;LAGUNA VERDE;CIA MINERA CERRO BAYO LIMITADA | LAGUNA VERDE;Chile Chico;Aysén del Gral. Carlos Ibáñez del Campo
Municipio;ILUSTRE MUNICIPALIDAD DE FRESIA;I MUNICIPALIDAD DE FRESIA;2154307;Otras actividades;Actividades de asociaciones empresariales y de empleadores;Actividades de asociaciones empresariales y de empleadores;Los Lagos;Llanquihue;Fresia;18;632889;5443383;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Relleno sanitario;Eliminación;219,445;Declaración;2019;5465162;RELLENO SANITARIO PROVINCIAL COMUNA DE PUERTO VARAS;I MUNICIPALIDAD DE PUERTO VARAS | RELLENO SANITARIO PROVINCIAL COMUNA DE PUERTO VARAS;Puerto Varas;Los Lagos
Municipio;ILUSTRE MUNICIPALIDAD DE HUALQUI;I MUNICIPALIDAD DE HUALQUI;325226;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Biobío;Concepción;Hualqui;18;683646;5906046;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);39;Plásticos;Reciclaje de plásticos;Valorización;5,52;Declaración;2019;5467893;RECICLAJES CARRILLO Y CONTRERAS LTDA;RECICLAJES CARRILLO Y CONTRERAS LIMITADA | RECICLAJES CARRILLO Y CONTRERAS LTDA;Concepción;Biobío
Municipio;ILUSTRE MUNICIPALIDAD DE RECOLETA;I MUNICIPALIDAD DE RECOLETA;431431;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Santiago;Recoleta;19;347149;6302985;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;2;Residuos de parques y jardines (incluidos los residuos de cementerios);1;Residuos biodegradables;Relleno sanitario;Eliminación;679;Declaración;2019;7803;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A | RELLENO SANITARIO LOMA LOS COLORADOS;Tiltil;Metropolitana de Santiago
Municipio;I MUNICIPALIDAD DE CONCON;I MUNICIPALIDAD DE CONCON;5465466;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Valparaíso;Valparaíso;Concón;19;264736;6354721;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;7;Residuos voluminosos (incluidos muebles);Relleno sanitario;Eliminación;1808,83;Declaración;2019;5452216;RELLENO SANITARIO EL MOLLE;GESTION INTEGRAL DE RESIDUOS S A | RELLENO SANITARIO EL MOLLE;Valparaíso;Valparaíso
Municipio;ILUSTRE MUNICIPALIDAD DE MAIPÚ;I MUNICIPALIDAD DE MAIPU;4053444;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Santiago;Maipú;19;336480;6290708;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;2;Residuos de parques y jardines (incluidos los residuos de cementerios);1;Residuos biodegradables;Relleno sanitario;Eliminación;7901,12;Declaración;2019;78709;RELLENO SANITARIO SANTIAGO PONIENTE;VEOLIA SU CHILE S.A. | RELLENO SANITARIO SANTIAGO PONIENTE;Maipú;Metropolitana de Santiago
Municipio;MUNICIPALIDAD DE NANCAGUA;I MUNICIPALIDAD DE NANCAGUA;5478404;Otras actividades;Actividades de asociaciones empresariales y de empleadores;Actividades de asociaciones empresariales y de empleadores;Libertador Gral. Bernardo O'Higgins;Colchagua;Nancagua;19;297948;6163267;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);2;Vidrio;Reciclaje de vidrio;Valorización;95,8;Declaración;2019;1967;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA | CRISTALERIAS TORO SPA;Cerrillos;Metropolitana de Santiago
Municipio;MUNICIPALIDAD DE PROVIDENCIA;I MUNICIPALIDAD DE PROVIDENCIA;4585273;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Santiago;Providencia;19;350394;6299660;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;2;Residuos de parques y jardines (incluidos los residuos de cementerios);1;Residuos biodegradables;Compostaje;Valorización;1364,9;Declaración;2019;5453558;RECICLAJES INDUSTRIALES SA;RECICLAJES INDUSTRIALES S A | RECICLAJES INDUSTRIALES SA;Pudahuel;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE O´HIGGINS;I MUNICIPALIDAD DE O HIGGINS;4085304;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Aysén del Gral. Carlos Ibáñez del Campo;Capitán Prat;OHiggins;18;680470;4628756;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Relleno sanitario;Eliminación;82,43;Declaración;2019;5475347;RELLENO SANITARIO;I MUNICIPALIDAD DE O HIGGINS | RELLENO SANITARIO;OHiggins;Aysén del Gral. Carlos Ibáñez del Campo
Municipio;ILUSTRE MUNICIPALIDAD DE LO BARNECHEA;I MUNICIPALIDAD LO BARNECHEA;8825;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Santiago;Lo Barnechea;19;361038;6307360;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);39;Plásticos;Pretratamiento de plásticos;Valorización;8,13;Declaración;2019;5475949;AMÉRICA 538;CARLOS FUENTES POZO | AMÉRICA 538;San Miguel;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE CHILLÁN VIEJO;ILUSTRE MUNICIPALIDAD DE CHILLAN VIEJO;2918987;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Ñuble;Diguillín;Chillán Viejo;18;756315;5943332;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Relleno sanitario;Eliminación;9495,39;Declaración;2019;244575;ECOBIO;ECOBIO SA | ECOBIO;Chillán Viejo;Ñuble
Municipio;ILUSTRE MUNICIPALIDAD DE CURARREHUE;ILUSTRE MUNICIPALIDAD DE CURARREHUE;4085538;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Araucanía;Cautín;Curarrehue;19;277139;5640240;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Vertedero;Eliminación;1292;Declaración;2019;5465242;VERTEDERO MUNICIPAL;I MUNICIPALIDAD DE PUCON | VERTEDERO MUNICIPAL;Pucón;Araucanía
Municipio;ILUSTRE MUNICIPALIDAD DE GRANEROS;ILUSTRE MUNICIPALIDAD DE GRANEROS;5438317;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Libertador Gral. Bernardo O'Higgins;Cachapoal;Graneros;19;340752;6229432;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);2;Vidrio;Reciclaje de vidrio;Valorización;4,075;Declaración;2019;1967;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA | CRISTALERIAS TORO SPA;Cerrillos;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE DALCAHUE;I MUNICIPALIDAD DE DALCAHUE;911516;Otras actividades;Otras actividades de servicios personales n.c.p.;Otras actividades de servicios personales n.c.p.;Los Lagos;Chiloé;Dalcahue;18;611290;5307082;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Vertedero;Eliminación;6981;Declaración;2019;5463787;VERTEDERO MUNICIPAL DALCAHUE;I MUNICIPALIDAD DE DALCAHUE | VERTEDERO MUNICIPAL DALCAHUE;Dalcahue;Los Lagos
Municipio;ILUSTRE MUNICIPALIDAD DE COLINA;ILUSTRE MUNICIPALIDAD DE COLINA;325222;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Chacabuco;Colina;19;343047;6324715;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);2;Vidrio;Reciclaje de vidrio;Valorización;153;Declaración;2019;1967;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA | CRISTALERIAS TORO SPA;Cerrillos;Metropolitana de Santiago
Municipio;MUNICIPALIDAD DE PUENTE ALTO;I MUNICIPALIDAD DE PUENTE ALTO;5463019;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Cordillera;Puente Alto;19;353437;6281861;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);2;Vidrio;Reciclaje de vidrio;Valorización;1268;Declaración;2019;2372;CRISTALERIAS DE CHILE  S A;CRISTALERIAS DE CHILE S A | CRISTALERIAS DE CHILE  S A;Padre Hurtado;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE CISNES;I MUNICIPALIDAD DE CISNES;911200;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Aysén del Gral. Carlos Ibáñez del Campo;Aisén;Cisnes;18;683604;5044695;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;2;Residuos de parques y jardines (incluidos los residuos de cementerios);3;Otros residuos no biodegradables;Vertedero;Eliminación;825;Declaración;2019;5465111;VERTEDERO LA JUNTA;I MUNICIPALIDAD DE CISNES | VERTEDERO LA JUNTA;Cisnes;Aysén del Gral. Carlos Ibáñez del Campo
Municipio;ILUSTRE MUNICIPALIDAD DE RAUCO;ILUSTRE MUNICIPALIDAD DE RAUCO;3023082;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Maule;Curicó;Rauco;19;288483;6132788;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Relleno sanitario;Eliminación;3249,33;Declaración;2019;6054;RELLENO SANITARIO DEL MAULE S.A.;RELLENOS SANITARIOS DEL MAULE S A | RELLENO SANITARIO DEL MAULE S.A.;Talca;Maule
Municipio;ILUSTRE MUNICIPALIDAD DE LA FLORIDA;ILUSTRE MUNICIPALIDAD DE LA FLORIDA;4053500;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Santiago;La Florida;19;351534;6289621;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);36;Equipos eléctricos y electrónicos desechados distintos de los especificados en los códigos 20 01 21, 20 01 23 y 20 01 35;Pretratamiento de Aparatos Eléctricos y Electrónicos;Valorización;0,02;Declaración;2019;105675;RECYCLA CHILE SA;RECYCLA CHILE S A | RECYCLA CHILE SA;Pudahuel;Metropolitana de Santiago
