Tipo o Rol Declarante;Razón Social;Nombre Establecimiento;ID Establecimiento (VU);Región;Provincia;Comuna;Huso;Coordenada Este;Coordenada Norte;Capítulo LER;Subcapitulo LER;Nombre LER;Tratamiento;Valorización/eliminación;Cantidad (Toneladas);Declaración/Estimación;Año;Nombre de Establecimiento Destinatario;Razón Social Destinatario;Comuna Destinatario;Región Destinatario
Municipio;ILUSTRE MUNICIPALIDAD DE SAN ESTEBAN;ILUSTRE MUNICIPALIDAD DE SAN ESTEBAN;2369794;Valparaíso;Los Andes;San Esteban;19;352147;6369788;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;Relleno sanitario;Eliminación;5392,62;Declaración;2017;SERVICIOS GEA LTDA;SERVICIOS GEA LIMITADA;San Felipe;Valparaíso
Municipio;ILUSTRE MUNICIPALIDAD DE ÑIQUÉN;ILUSTRE MUNICIPALIDAD DE ÑIQUÉN;3023316;Ñuble;Punilla;Ñiquén;19;350763;6297228;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;Relleno sanitario;Eliminación;1660,21;Declaración;2017;ECOBIO;ECOBIO SA;Chillan Viejo;Ñuble
Municipio;ILUSTRE MUNICIPALIDAD DE SANTO DOMINGO;ILUSTRE MUNICIPALIDAD DE SANTO DOMINGO;4055182;Valparaíso;San Antonio;Santo Domingo;19;256241;6275123;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Vidrio;Reciclaje de vidrio;Valorización;75,75;Declaración;2017;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA;Cerrillos;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE CASABLANCA;ILUSTRE MUNICIPALIDAD DE CASABLANCA;4055173;Valparaíso;Valparaíso;Casablanca;19;275743;6311509;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Metales;Reciclaje de metales;Valorización;0,13;Declaración;2017;;MUNICIPALIDAD DE CASABLANCA;;
Municipio;ILUSTRE MUNICIPALIDAD DE CARTAGENA;ILUSTRE MUNICIPALIDAD DE CARTAGENA;4055183;Valparaíso;San Antonio;Cartagena;19;258268;6285020;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Aceites y grasas comestibles;Preparación para reutilización;Valorización;6,6;Declaración;2017;BIOILS SPA;BIOILS SPA;Maipú;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE ISLA DE MAIPO;ILUSTRE MUNICIPALIDAD DE ISLA DE MAIPO;4053452;Metropolitana de Santiago;Talagante;Isla de Maipo;19;324007;6264334;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Vidrio;Reciclaje de vidrio;Valorización;79,2;Declaración;2017;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA;Cerrillos;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE ISLA DE MAIPO;ILUSTRE MUNICIPALIDAD DE ISLA DE MAIPO;4053452;Metropolitana de Santiago;Talagante;Isla de Maipo;19;324007;6264334;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Papel y cartón;Pretratamiento de papel, cartón y productos de papel;Valorización;1,35;Declaración;2017;RECICLADOS INDUSTRIALES LA PINTANA;RECICLADOS INDUSTRIALES S.A;Renca;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE ISLA DE MAIPO;ILUSTRE MUNICIPALIDAD DE ISLA DE MAIPO;4053452;Metropolitana de Santiago;Talagante;Isla de Maipo;19;324007;6264334;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Metales;Pretratamiento de Metales ;Valorización;0,25;Declaración;2017;RECICLADOS INDUSTRIALES LA PINTANA;RECICLADOS INDUSTRIALES S.A;Renca;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE ISLA DE MAIPO;ILUSTRE MUNICIPALIDAD DE ISLA DE MAIPO;4053452;Metropolitana de Santiago;Talagante;Isla de Maipo;19;324007;6264334;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Plásticos;Pretratamiento de plásticos ;Valorización;14,9;Declaración;2017;RECICLADOS INDUSTRIALES LA PINTANA;RECICLADOS INDUSTRIALES S.A;Renca;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE GALVARINO;ILUSTRE MUNICIPALIDAD DE GALVARINO;1965230;Araucanía;Cautín;Galvarino;18;693649;5746490;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;Relleno sanitario;Eliminación;161,033;Declaración;2017;;servimar ltda;;
Municipio;I MUNICIPALIDAD DE SANTIAGO;ILUSTRE MUNICIPALIDAD DE SANTIAGO;5441724;Metropolitana de Santiago;Santiago;Santiago;19;346580;6298956;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Residuos voluminosos (incluidos muebles);Relleno sanitario;Eliminación;6696,1;Declaración;2017;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A;Quilicura;Metropolitana de Santiago
Municipio;I MUNICIPALIDAD DE SANTIAGO;ILUSTRE MUNICIPALIDAD DE SANTIAGO;5441724;Metropolitana de Santiago;Santiago;Santiago;19;346580;6298956;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Residuos biodegradables de cocinas y restaurantes;Compostaje;Valorización;142,2;Declaración;2017;;Ilustre Municipalidad de Santiago;;
Municipio;I MUNICIPALIDAD DE LONCOCHE;ILUSTRE MUNICIPALIDAD DE LONCOCHE;1986451;Araucanía;Cautín;Loncoche;18;704100;5639388;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;Relleno sanitario;Eliminación;4163;Declaración;2017;RELLENO SANITARIO COMUNA DE VILLARRICA;CONSTRUCTORA VILLARRICA LIMITADA;Villarrica;Araucanía
Municipio;ILUSTRE MUNICIPALIDAD DE ALGARROBO;ILUSTRE MUNICIPALIDAD DE ALGARROBO;4055175;Valparaíso;San Antonio;Algarrobo;18;251279;6304845;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;Vertedero;Eliminación;7800,7;Declaración;2017;VERTEDERO ALTOS DE CARTAGENA;ECO-GARBAGE S A;Valparaíso;Valparaíso
Municipio;ILUSTRE MUNICIPALIDAD DE ALGARROBO;ILUSTRE MUNICIPALIDAD DE ALGARROBO;4055175;Valparaíso;San Antonio;Algarrobo;18;251279;6304845;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;Relleno sanitario;Eliminación;5592,09;Declaración;2017;RELLENO SANITARIO EL MOLLE;GESTION INTEGRAL DE RESIDUOS S A;Valparaíso;Valparaíso
Municipio;MUNICIPALIDAD DE LOS ANDES;ILUSTRE MUNICIPALIDAD DE LOS ANDES;4053494;Valparaíso;Los Andes;Los Andes;19;350228;6366140;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Papel y cartón;Relleno sanitario;Eliminación;1,43;Declaración;2017;;TecaPlak Chile S.A;;
Municipio;I MUNICIPALIDAD DE PARRAL;ILUSTRE MUNICIPALIDAD DE PARRAL;3770460;Maule;Linares;Parral;19;338585;6266313;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;Relleno sanitario;Eliminación;8030;Declaración;2017;ECOBIO;ECOBIO SA;Chillan Viejo;Ñuble
Municipio;ILUSTRE MUNICIPALIDAD DE SAN PEDRO;ILUSTRE MUNICIPALIDAD DE SAN PEDRO;4055179;Metropolitana de Santiago;Melipilla;San Pedro;19;272878;6246849;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;Vertedero;Eliminación;2066;Declaración;2017;VERTEDERO POPETA;I MUNICIPALIDAD DE MELIPILLA;Melipilla;Metropolitana de Santiago
Municipio;I MUNICIPALIDAD DE SANTA BARBARA;ILUSTRE MUNICIPALIDAD DE SANTA BÁRBARA;1963510;Bío-Bío;Biobío;Santa Bárbara;18;762669;5826703;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;Relleno sanitario;Eliminación;3464,77;Declaración;2017;RELLENO SANITARIO LOS ANGELES;DEMARCO S A;Quilicura;Metropolitana de Santiago
Municipio;I MUNICIPALIDAD DE SAN IGNACIO;ILUSTRE MUNICIPALIDAD DE SAN IGNACIO;3022596;Ñuble;Diguillín;San Ignacio;18;765027;5923303;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;Relleno sanitario;Eliminación;2959,55;Declaración;2017;ECOBIO;ECOBIO SA;Chillan Viejo;Ñuble
Municipio;ILUSTRE MUNICIPALIDAD DE CONCHALÍ;ILUSTRE MUNICIPALIDAD DE CONCHALÍ;4053495;Metropolitana de Santiago;Santiago;Conchalí;19;344563;6303533;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;Relleno sanitario;Eliminación;48140,8;Declaración;2017;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A;Quilicura;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE CONCHALÍ;ILUSTRE MUNICIPALIDAD DE CONCHALÍ;4053495;Metropolitana de Santiago;Santiago;Conchalí;19;344563;6303533;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Residuos de mercados;Relleno sanitario;Eliminación;3143,9;Declaración;2017;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A;Quilicura;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE CONCHALÍ;ILUSTRE MUNICIPALIDAD DE CONCHALÍ;4053495;Metropolitana de Santiago;Santiago;Conchalí;19;344563;6303533;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Residuos de parques y jardines (incluidos los residuos de cementerios);Residuos biodegradables;Relleno sanitario;Eliminación;1480,04;Declaración;2017;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A;Quilicura;Metropolitana de Santiago
Municipio;I MUNICIPALIDAD DE COQUIMBO;ILUSTRE MUNICIPALIDAD DE COQUIMBO;879934;Coquimbo;Elqui;Coquimbo;19;274292;6683456;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;Relleno sanitario;Eliminación;98823;Declaración;2017;RELLENO SANITARIO EL PANUL;TASUI NORTE SUR S.A.;Santiago;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE TALCAHUANO;ILUSTRE MUNICIPALIDAD DE TALCAHUANO;1963655;Bío-Bío;Concepción;Talcahuano;18;668541;5935105;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Vidrio;Reciclaje de vidrio;Valorización;219,3;Declaración;2017;CRISTALERIAS DE CHILE  S A;CRISTALERIAS DE CHILE S A;Padre Hurtado;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE TALCAHUANO;ILUSTRE MUNICIPALIDAD DE TALCAHUANO;1963655;Bío-Bío;Concepción;Talcahuano;18;668541;5935105;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Papel y cartón;Reciclaje de papel, cartón y productos de papel;Valorización;4,85;Declaración;2017;;sociedad recuperadora de excedentes industriales ltda.;;
Municipio;I MUNICIPALIDAD DE QUILPUE;ILUSTRE MUNICIPALIDAD DE QUILPUÉ;4055172;Valparaíso;Marga Marga;Quilpué;19;271727;6340978;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Residuos voluminosos (incluidos muebles);Relleno sanitario;Eliminación;4756;Declaración;2017;RELLENO SANITARIO EL MOLLE;GESTION INTEGRAL DE RESIDUOS S A;Valparaíso;Valparaíso
Municipio;I MUNICIPALIDAD DE CONCON;I MUNICIPALIDAD DE CONCON;5465466;Valparaíso;Valparaíso;Concón;19;264736;6354721;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Vidrio;Reciclaje de vidrio;Valorización;187,9;Declaración;2017;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA;Cerrillos;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE LOS SAUCES;ILUSTRE MUNICIPALIDAD DE LOS SAUCES;1964130;Araucanía;Malleco;Los Sauces;18;690192;5794291;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Otras fracciones no especificadas en otra categoría;Relleno sanitario;Eliminación;2736;Declaración;2017;;Jorge Hugo Arnaboldi Caceres ;;
Municipio;I MUNICIPALIDAD DE CURACO DE VELEZ;ILUSTRE MUNICIPALIDAD DE CURACO DE VÉLEZ;253478;Los Lagos;Chiloé;Curaco de Vélez;18;615043;5300597;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;Vertedero;Eliminación;846,6;Declaración;2017;VERTEDERO DE CURACO DE VELEZ;I MUNICIPALIDAD DE CURACO DE VELEZ;Curaco de Vélez;Los Lagos
Municipio;ILUSTRE MUNICIPALIDAD DE PALMILLA;ILUSTRE MUNICIPALIDAD DE PALMILLA;253468;Libertador General Bernardo Ohiggins;Colchagua;Palmilla;19;281676;6171243;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Lodos de fosas sépticas;Recepción de Lodos en PTAS;Eliminación;120;Declaración;2017;;ESBIO;;
Municipio;ILUSTRE MUNICIPALIDAD DE QUINTERO;ILUSTRE MUNICIPALIDAD DE QUINTERO;4055167;Valparaíso;Valparaíso;Quintero;19;263301;6369659;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Vidrio;Reciclaje de vidrio;Valorización;17,5;Declaración;2017;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA;Cerrillos;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE LA SERENA;ILUSTRE MUNICIPALIDAD DE LA SERENA;879933;Coquimbo;Elqui;La Serena;19;282694;6689933;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Vidrio;Reciclaje de vidrio;Valorización;450,609;Declaración;2017;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA;Cerrillos;Metropolitana de Santiago
Municipio;I MUNICIPALIDAD DE O HIGGINS;ILUSTRE MUNICIPALIDAD DE O´HIGGINS;4085304;Aisén del General Carlos Ibañez del Campo;Capitán Prat;OHiggins;18;680470;4628756;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Residuos municipales no especificados en otra categoría;Relleno sanitario;Eliminación;77,124;Declaración;2017;;Ilustre municipalidad de OHiggins;;
Municipio;I MUNICIPALIDAD DE PROVIDENCIA;MUNICIPALIDAD DE PROVIDENCIA;4585273;Metropolitana de Santiago;Santiago;Providencia;19;350394;6299660;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Metales;Pretratamiento de Metales ;Valorización;3,3;Declaración;2017;RECICLADOS INDUSTRIALES S A PLANTA RENCA;RECICLADOS INDUSTRIALES S.A;Renca;Metropolitana de Santiago
Municipio;I MUNICIPALIDAD DE SAN JUAN DE LA COSTA;ILUSTRE MUNICIPALIDAD DE SAN JUAN DE LA COSTA;4701811;Los Lagos;Osorno;San Juan de la Costa;18;629585;5503985;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;Vertedero;Eliminación;2446;Declaración;2017;VERTEDERO CURACO OSORNO;I MUNICIPALIDAD DE OSORNO;Osorno;Los Lagos
Municipio;I MUNICIPALIDAD DE FREIRE;ILUSTRE MUNICIPALIDAD DE FREIRE;1965237;Araucanía;Cautín;Freire;18;705605;5685922;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Vidrio;Reciclaje de vidrio;Valorización;22;Declaración;2017;;Municipalidad de Freire;;
Municipio;I MUNICIPALIDAD DE FREIRE;ILUSTRE MUNICIPALIDAD DE FREIRE;1965237;Araucanía;Cautín;Freire;18;705605;5685922;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;Relleno sanitario;Eliminación;4320;Declaración;2017;;Municipalidad de Freire;;
Municipio;ILUSTRE MUNICIPALIDAD DE TILTIL;ILUSTRE MUNICIPALIDAD DE TILTIL;4053449;Metropolitana de Santiago;Chacabuco;Tiltil;19;319959;6337625;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;Relleno sanitario;Eliminación;6192;Declaración;2017;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A;Quilicura;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE GRANEROS;ILUSTRE MUNICIPALIDAD DE GRANEROS;5438317;Libertador General Bernardo Ohiggins;Cachapoal;Graneros;19;340752;6229432;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;Relleno sanitario;Eliminación;13181;Declaración;2017;RELLENO SANITARIO COLIHUES LA YESCA;I MUNICIPALIDAD DE RANCAGUA;Rancagua;Libertador General Bernardo Ohiggins
Municipio;I MUNICIPALIDAD DE PUENTE ALTO;MUNICIPALIDAD DE PUENTE ALTO;5463019;Metropolitana de Santiago;Cordillera;Puente Alto;19;353437;6281861;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Residuos de parques y jardines (incluidos los residuos de cementerios);Residuos biodegradables;Relleno sanitario;Eliminación;651,37;Declaración;2017;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A;Quilicura;Metropolitana de Santiago
Municipio;I MUNICIPALIDAD PAIHUANO;ILUSTRE MUNICIPALIDAD DE PAIHUANO;3741347;Coquimbo;Elqui;Paiguano;19;353767;6676994;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;Vertedero;Eliminación;4200;Declaración;2017;;I. MUNICIPALIDAD DE PAIHUANO;;
Municipio;ILUSTRE MUNICIPALIDAD DE PUTRE;ILUSTRE MUNICIPALIDAD DE PUTRE;4448077;Arica y Parinacota;Parinacota;Putre;19;440869;7987860;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Metales;Basural;Eliminación;3,77;Declaración;2017;VERTEDERO MUNICIPAL;I MUNICIPALIDAD DE ARICA;Arica;Arica y Parinacota
Municipio;ILUSTRE MUNICIPALIDAD DE PAREDONES;ILUSTRE MUNICIPALIDAD DE PAREDONES;3023301;Libertador General Bernardo Ohiggins;Cardenal Caro;Paredones;19;234201;6161725;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Papel y cartón;Relleno sanitario;Eliminación;1047;Declaración;2017;RELLENO SANITARIO DEL MAULE S.A.;RELLENOS SANITARIOS DEL MAULE S A;Quilicura;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE PAREDONES;ILUSTRE MUNICIPALIDAD DE PAREDONES;3023301;Libertador General Bernardo Ohiggins;Cardenal Caro;Paredones;19;234201;6161725;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Plásticos;Relleno sanitario;Eliminación;45;Declaración;2017;RELLENO SANITARIO DEL MAULE S.A.;RELLENOS SANITARIOS DEL MAULE S A;Quilicura;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE PAREDONES;ILUSTRE MUNICIPALIDAD DE PAREDONES;3023301;Libertador General Bernardo Ohiggins;Cardenal Caro;Paredones;19;234201;6161725;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Madera distinta de la especificada en el código 20 01 37;Relleno sanitario;Eliminación;30;Declaración;2017;RELLENO SANITARIO DEL MAULE S.A.;RELLENOS SANITARIOS DEL MAULE S A;Quilicura;Metropolitana de Santiago
Municipio;I MUNICIPALIDAD DE CALBUCO;ILUSTRE MUNICIPALIDAD DE CALBUCO;912279;Los Lagos;Llanquihue;Calbuco;18;655650;5373777;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;Vertedero;Eliminación;7512;Declaración;2017;EL EMPALME;REXIN S.A.;Puerto Montt;Los Lagos
Municipio;I MUNICIPALIDAD DE RECOLETA;ILUSTRE MUNICIPALIDAD DE RECOLETA;431431;Metropolitana de Santiago;Santiago;Recoleta;19;347149;6302985;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Vidrio;Reciclaje de vidrio;Valorización;147,51;Declaración;2017;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A;Quilicura;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE LAMPA;ILUSTRE MUNICIPALIDAD DE LAMPA;325221;Metropolitana de Santiago;Chacabuco;Lampa;19;325103;6315559;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Vidrio;Reciclaje de vidrio;Valorización;19,18;Declaración;2017;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA;Cerrillos;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE LAMPA;ILUSTRE MUNICIPALIDAD DE LAMPA;325221;Metropolitana de Santiago;Chacabuco;Lampa;19;325103;6315559;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Papel y cartón;Reciclaje de papel, cartón y productos de papel;Valorización;18,828;Declaración;2017;SOCIEDAD RECUPERADORA DE PAPELES;SOC RECUPERADORA DE PAPEL S A;San Joaquín;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE LOS ÁLAMOS;ILUSTRE MUNICIPALIDAD DE LOS ÁLAMOS;5441557;Bío-Bío;Arauco;Los Alamos;18;635696;5834554;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;Vertedero;Eliminación;778,82;Declaración;2017;;JORGE HUGO JOSE ANTONIO ARNABOLDI CACERES;;
Municipio;ILUSTRE MUNICIPALIDAD DE CANELA;ILUSTRE MUNICIPALIDAD DE CANELA;325220;Coquimbo;Choapa;Canela;19;266283;6523657;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;Vertedero;Eliminación;3805;Declaración;2017;;ILUSTRE MUNICIPALIDAD DE CANELA;;
Municipio;ILUSTRE MUNICIPALIDAD DE CORONEL;ILUSTRE MUNICIPALIDAD DE CORONEL;5441715;Bío-Bío;Concepción;Coronel;18;663884;5905145;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;Relleno sanitario;Eliminación;35839;Declaración;2017;CEMARC SA;CENTRO DE MANEJO DE RESIDUOS CONCEPCION SOCIEDAD ANONIMA;Penco;Bío-Bío
