"tipo_o_rol_declarante";"razon_social";"nombre_establecimiento";"id_establecimiento_vu";"ciiu4";"region";"comuna";"ciiu6";"huso";"coordenada_este";"coordenada_norte";"capitulo_ler";"subcapitulo_ler";"nombre_ler";"tratamiento";"cantidad_toneladas";"declaracion_estimacion";"ano";"id_establecimiento_vu_destinatario";"nombre_de_establecimiento_destinatario";"razon_social_destinatario";"comuna_destinatario";"region_destinatario"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE DOÑIHUE";"ILUSTRE MUNICIPALIDAD DE DOÑIHUE";4054482;"Actividades de la administración pública en general";"Libertador Gral. Bernardo O'Higgins";"Doñihue";"Actividades de la administración pública en general";19;"-33,38500";"-62,17494";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje";0,64;"Declaración";2020;"5467272";"PLANTA";"CRUPLAS LIMITADA";"San Joaquín";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE DOÑIHUE";"ILUSTRE MUNICIPALIDAD DE DOÑIHUE";4054482;"Actividades de la administración pública en general";"Libertador Gral. Bernardo O'Higgins";"Doñihue";"Actividades de la administración pública en general";19;"-33,38500";"-62,17494";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Aceites y grasas comestibles";"Reciclaje de aceites y grasas comestibles";1,625;"Declaración";2020;"5461621";"PLANTA DE RECICLAJE";"RECICLAJES CONO SUR LIMITADA";"La Pintana";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE DOÑIHUE";"ILUSTRE MUNICIPALIDAD DE DOÑIHUE";4054482;"Actividades de la administración pública en general";"Libertador Gral. Bernardo O'Higgins";"Doñihue";"Actividades de la administración pública en general";19;"-33,38500";"-62,17494";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";69,68;"Declaración";2020;"5453475";"BODEGA DE ENVASES DE VIDRIO Y PLANTA DE RECICLADO DE VIDRIO";"CRISTALERIAS TORO SPA";"Maipú";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE DOÑIHUE";"ILUSTRE MUNICIPALIDAD DE DOÑIHUE";4054482;"Actividades de la administración pública en general";"Libertador Gral. Bernardo O'Higgins";"Doñihue";"Actividades de la administración pública en general";19;"-33,38500";"-62,17494";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";16,755;"Declaración";2020;"5461621";"PLANTA DE RECICLAJE";"RECICLAJES CONO SUR LIMITADA";"La Pintana";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE DOÑIHUE";"ILUSTRE MUNICIPALIDAD DE DOÑIHUE";4054482;"Actividades de la administración pública en general";"Libertador Gral. Bernardo O'Higgins";"Doñihue";"Actividades de la administración pública en general";19;"-33,38500";"-62,17494";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";8075,38;"Declaración";2020;"4054478";"ILUSTRE MUNICIPALIDAD DE RANCAGUA";"I MUNICIPALIDAD DE RANCAGUA";"Rancagua";"Libertador Gral. Bernardo O'Higgins"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE GRANEROS";"ILUSTRE MUNICIPALIDAD DE GRANEROS";5438317;"Actividades de la administración pública en general";"Libertador Gral. Bernardo O'Higgins";"Graneros";"Actividades de la administración pública en general";19;"-34,40752";"-62,29432";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Pretratamiento de aceites y grasas comestibles";2,799;"Declaración";2020;"5466728";"SOCIEDAD GENERAL RENDERING CHILE SA";"SOCIEDAD GENERAL RENDERING CHILE LIMITADA";"Lampa";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE GRANEROS";"ILUSTRE MUNICIPALIDAD DE GRANEROS";5438317;"Actividades de la administración pública en general";"Libertador Gral. Bernardo O'Higgins";"Graneros";"Actividades de la administración pública en general";19;"-34,40752";"-62,29432";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Reciclaje de vidrio";89,71;"Declaración";2020;"1967";"CRISTALERIAS TORO SPA";"CRISTALERIAS TORO SPA";"Cerrillos";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE GRANEROS";"ILUSTRE MUNICIPALIDAD DE GRANEROS";5438317;"Actividades de la administración pública en general";"Libertador Gral. Bernardo O'Higgins";"Graneros";"Actividades de la administración pública en general";19;"-34,40752";"-62,29432";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Reciclaje de vidrio";62,544;"Declaración";2020;"2372";"CRISTALERIAS DE CHILE  S A";"CRISTALERIAS DE CHILE S A";"Padre Hurtado";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE GRANEROS";"ILUSTRE MUNICIPALIDAD DE GRANEROS";5438317;"Actividades de la administración pública en general";"Libertador Gral. Bernardo O'Higgins";"Graneros";"Actividades de la administración pública en general";19;"-34,40752";"-62,29432";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";0,02896044;"Declaración";2020;"5457604";"RELLENO SANITARIO COLIHUES LA YESCA";"I MUNICIPALIDAD DE RANCAGUA";"Requínoa";"Libertador Gral. Bernardo O'Higgins"
"Generador Municipal";"I MUNICIPALIDAD DE LAS CABRAS";"ILUSTRE MUNICIPALIDAD DE LAS CABRAS";4054484;"Otras actividades de servicios personales n.c.p.";"Libertador Gral. Bernardo O'Higgins";"Las Cabras";"Otras actividades de servicios personales n.c.p.";19;"-28,87466";"-62,03048";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";10431,76;"Declaración";2020;"5457604";"RELLENO SANITARIO COLIHUES LA YESCA";"I MUNICIPALIDAD DE RANCAGUA";"Requínoa";"Libertador Gral. Bernardo O'Higgins"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE MACHALI";"ILUSTRE MUNICIPALIDAD DE MACHALÍ";4054479;"Actividades de asociaciones empresariales y de empleadores";"Libertador Gral. Bernardo O'Higgins";"Machalí";"Actividades de asociaciones empresariales y de empleadores";19;"-34,47339";"-62,16706";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Residuos municipales no especificados en otra categoría";"Disposición final";2,024;"Declaración";2020;"5468692";"SOCIEDAD COMERCIAL GREEN WORLD LIMITADA";"SOCIEDAD COMERCIAL GREEN WORLD LIMITADA";"Rancagua";"Libertador Gral. Bernardo O'Higgins"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE MACHALI";"ILUSTRE MUNICIPALIDAD DE MACHALÍ";4054479;"Actividades de asociaciones empresariales y de empleadores";"Libertador Gral. Bernardo O'Higgins";"Machalí";"Actividades de asociaciones empresariales y de empleadores";19;"-34,47339";"-62,16706";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Preparación para reutilización";326,44;"Declaración";2020;"5453475";"BODEGA DE ENVASES DE VIDRIO Y PLANTA DE RECICLADO DE VIDRIO";"CRISTALERIAS TORO SPA";"Maipú";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE MACHALI";"ILUSTRE MUNICIPALIDAD DE MACHALÍ";4054479;"Actividades de asociaciones empresariales y de empleadores";"Libertador Gral. Bernardo O'Higgins";"Machalí";"Actividades de asociaciones empresariales y de empleadores";19;"-34,47339";"-62,16706";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Preparación para reutilización";38,5;"Declaración";2020;"5468895";"RECIPET SA";"RECIPET S A";"Santiago";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE MACHALI";"ILUSTRE MUNICIPALIDAD DE MACHALÍ";4054479;"Actividades de asociaciones empresariales y de empleadores";"Libertador Gral. Bernardo O'Higgins";"Machalí";"Actividades de asociaciones empresariales y de empleadores";19;"-34,47339";"-62,16706";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";22113,51;"Declaración";2020;"5457604";"RELLENO SANITARIO COLIHUES LA YESCA";"I MUNICIPALIDAD DE RANCAGUA";"Requínoa";"Libertador Gral. Bernardo O'Higgins"
"Generador Municipal";"I MUNICIPALIDAD DE MALLOA";"ILUSTRE MUNICIPALIDAD DE MALLOA";3022587;"Actividades de la administración pública en general";"Libertador Gral. Bernardo O'Higgins";"Malloa";"Actividades de la administración pública en general";19;"-32,21180";"-61,87073";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Eliminación";4523,09;"Declaración";2020;"5457604";"RELLENO SANITARIO COLIHUES LA YESCA";"I MUNICIPALIDAD DE RANCAGUA";"Requínoa";"Libertador Gral. Bernardo O'Higgins"
"Generador Municipal";"I MUNICIPALIDAD DE MOSTAZAL";"MUNICIPALIDAD DE MOSTAZAL";4054481;"Actividades de la administración pública en general";"Libertador Gral. Bernardo O'Higgins";"Mostazal";"Actividades de la administración pública en general";19;"-34,41868";"-62,38732";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";10,527;"Declaración";2020;"4054478";"ILUSTRE MUNICIPALIDAD DE RANCAGUA";"I MUNICIPALIDAD DE RANCAGUA";"Rancagua";"Libertador Gral. Bernardo O'Higgins"
"Generador Municipal";"I MUNICIPALIDAD DE OLIVAR";"ILUSTRE MUNICIPALIDAD DE OLIVAR";3022586;"Actividades de la administración pública en general";"Libertador Gral. Bernardo O'Higgins";"Olivar";"Actividades de la administración pública en general";19;"-33,32565";"-62,13042";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Disposición final";4597,67;"Declaración";2020;"5457604";"RELLENO SANITARIO COLIHUES LA YESCA";"I MUNICIPALIDAD DE RANCAGUA";"Requínoa";"Libertador Gral. Bernardo O'Higgins"
"Generador Municipal";"I MUNICIPALIDAD DE OLIVAR";"ILUSTRE MUNICIPALIDAD DE OLIVAR";3022586;"Actividades de la administración pública en general";"Libertador Gral. Bernardo O'Higgins";"Olivar";"Actividades de la administración pública en general";19;"-33,32565";"-62,13042";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";4597,67;"Declaración";2020;"5457604";"RELLENO SANITARIO COLIHUES LA YESCA";"I MUNICIPALIDAD DE RANCAGUA";"Requínoa";"Libertador Gral. Bernardo O'Higgins"
"Generador Municipal";"I MUNICIPALIDAD DE QUINTA DE TILCOCO";"ILUSTRE MUNICIPALIDAD DE QUINTA DE TILCOCO";3023078;"Recogida de desechos no peligrosos";"Libertador Gral. Bernardo O'Higgins";"Quinta de Tilcoco";"Recogida de desechos no peligrosos";19;"-31,19334";"-61,96803";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"null";4711,32;"Declaración";2020;"5457604";"RELLENO SANITARIO COLIHUES LA YESCA";"I MUNICIPALIDAD DE RANCAGUA";"Requínoa";"Libertador Gral. Bernardo O'Higgins"
"Generador Municipal";"I MUNICIPALIDAD DE REQUINOA";"ILUSTRE MUNICIPALIDAD DE REQUINOA";3022585;"Actividades de organizaciones y órganos extraterritoriales";"Libertador Gral. Bernardo O'Higgins";"Requínoa";"Actividades de organizaciones y órganos extraterritoriales";19;"-33,33072";"-62,05099";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de plásticos";12,07;"Declaración";2020;"5468895";"RECIPET SA";"RECIPET S A";"Santiago";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE REQUINOA";"ILUSTRE MUNICIPALIDAD DE REQUINOA";3022585;"Actividades de organizaciones y órganos extraterritoriales";"Libertador Gral. Bernardo O'Higgins";"Requínoa";"Actividades de organizaciones y órganos extraterritoriales";19;"-33,33072";"-62,05099";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";133,303;"Declaración";2020;"2372";"CRISTALERIAS DE CHILE  S A";"CRISTALERIAS DE CHILE S A";"Padre Hurtado";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE REQUINOA";"ILUSTRE MUNICIPALIDAD DE REQUINOA";3022585;"Actividades de organizaciones y órganos extraterritoriales";"Libertador Gral. Bernardo O'Higgins";"Requínoa";"Actividades de organizaciones y órganos extraterritoriales";19;"-33,33072";"-62,05099";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";22,49651;"Declaración";2020;"4054478";"ILUSTRE MUNICIPALIDAD DE RANCAGUA";"I MUNICIPALIDAD DE RANCAGUA";"Rancagua";"Libertador Gral. Bernardo O'Higgins"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE PICHILEMU";"ILUSTRE MUNICIPALIDAD DE PICHILEMU";5441498;"Actividades de la administración pública en general";"Libertador Gral. Bernardo O'Higgins";"Pichilemu";"Actividades de la administración pública en general";18;"-77,75389";"-61,90896";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";32884,5;"Declaración";2020;"5469309";"INGENIERIA Y CONSTRUCCIONES CARDENAL CARO LTDA";"INGENIERIA Y CONSTRUCCIONES CARDENAL CARO LIMITADA";"Pichilemu";"Libertador Gral. Bernardo O'Higgins"
"Generador Municipal";"I MUNICIPALIDAD DE LA ESTRELLA";"ILUSTRE MUNICIPALIDAD DE LA ESTRELLA";3023306;"Actividades de la administración pública en general";"Libertador Gral. Bernardo O'Higgins";"La Estrella";"Actividades de la administración pública en general";19;"-25,55400";"-62,11905";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";1285,4;"Declaración";2020;"5469309";"INGENIERIA Y CONSTRUCCIONES CARDENAL CARO LTDA";"INGENIERIA Y CONSTRUCCIONES CARDENAL CARO LIMITADA";"Pichilemu";"Libertador Gral. Bernardo O'Higgins"
"Generador Municipal";"I MUNICIPALIDAD DE LITUECHE";"ILUSTRE MUNICIPALIDAD DE LITUECHE";3023302;"Actividades de asociaciones empresariales y de empleadores";"Libertador Gral. Bernardo O'Higgins";"Litueche";"Actividades de asociaciones empresariales y de empleadores";19;"-24,48235";"-62,21558";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";2453,14;"Declaración";2020;"245025";"RELLENO SANITARIO PARQUE EL GUANACO";"RELLENOS SANITARIOS DEL MAULE S A";"Teno";"Maule"
"Generador Municipal";"I MUNICIPALIDAD DE NAVIDAD";"ILUSTRE MUNICIPALIDAD DE NAVIDAD";4055185;"Actividades de la administración pública en general";"Libertador Gral. Bernardo O'Higgins";"Navidad";"Actividades de la administración pública en general";19;"-23,38446";"-62,39376";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Aceites y grasas comestibles";"Pretratamiento de aceites y grasas comestibles";0,1;"Declaración";2020;"5466728";"SOCIEDAD GENERAL RENDERING CHILE SA";"SOCIEDAD GENERAL RENDERING CHILE LIMITADA";"Lampa";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE NAVIDAD";"ILUSTRE MUNICIPALIDAD DE NAVIDAD";4055185;"Actividades de la administración pública en general";"Libertador Gral. Bernardo O'Higgins";"Navidad";"Actividades de la administración pública en general";19;"-23,38446";"-62,39376";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Reciclaje de papel, cartón y productos de papel";11,751;"Declaración";2020;"5467277";"RECICLADOS INDUSTRIALES LA PINTANA";"RECICLADOS INDUSTRIALES S.A";"La Pintana";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE NAVIDAD";"ILUSTRE MUNICIPALIDAD DE NAVIDAD";4055185;"Actividades de la administración pública en general";"Libertador Gral. Bernardo O'Higgins";"Navidad";"Actividades de la administración pública en general";19;"-23,38446";"-62,39376";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de plásticos";4,498;"Declaración";2020;"5468895";"RECIPET SA";"RECIPET S A";"Santiago";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE NAVIDAD";"ILUSTRE MUNICIPALIDAD DE NAVIDAD";4055185;"Actividades de la administración pública en general";"Libertador Gral. Bernardo O'Higgins";"Navidad";"Actividades de la administración pública en general";19;"-23,38446";"-62,39376";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";63,66;"Declaración";2020;"2372";"CRISTALERIAS DE CHILE  S A";"CRISTALERIAS DE CHILE S A";"Padre Hurtado";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE NAVIDAD";"ILUSTRE MUNICIPALIDAD DE NAVIDAD";4055185;"Actividades de la administración pública en general";"Libertador Gral. Bernardo O'Higgins";"Navidad";"Actividades de la administración pública en general";19;"-23,38446";"-62,39376";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";3318,12;"Declaración";2020;"5469309";"INGENIERIA Y CONSTRUCCIONES CARDENAL CARO LTDA";"INGENIERIA Y CONSTRUCCIONES CARDENAL CARO LIMITADA";"Pichilemu";"Libertador Gral. Bernardo O'Higgins"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE PAREDONES";"ILUSTRE MUNICIPALIDAD DE PAREDONES";3023301;"Actividades de la administración pública en general";"Libertador Gral. Bernardo O'Higgins";"Paredones";"Actividades de la administración pública en general";19;"-23,34201";"-61,61725";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";2008,52;"Declaración";2020;"245025";"RELLENO SANITARIO PARQUE EL GUANACO";"RELLENOS SANITARIOS DEL MAULE S A";"Teno";"Maule"
"Generador Municipal";"I MUNICIPALIDAD DE CHEPICA";"ILUSTRE MUNICIPALIDAD DE CHÉPICA";3023300;"Actividades de la administración pública en general";"Libertador Gral. Bernardo O'Higgins";"Chépica";"Actividades de la administración pública en general";19;"-29,91882";"-61,54741";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";4992;"Declaración";2020;"245025";"RELLENO SANITARIO PARQUE EL GUANACO";"RELLENOS SANITARIOS DEL MAULE S A";"Teno";"Maule"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE CHIMBARONGO";"ILUSTRE MUNICIPALIDAD DE CHIMBARONGO";3022881;"Actividades de la administración pública en general";"Libertador Gral. Bernardo O'Higgins";"Chimbarongo";"Actividades de la administración pública en general";19;"-31,13060";"-61,57304";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";11592,28;"Declaración";2020;"5457604";"RELLENO SANITARIO COLIHUES LA YESCA";"I MUNICIPALIDAD DE RANCAGUA";"Requínoa";"Libertador Gral. Bernardo O'Higgins"
"Generador Municipal";"I MUNICIPALIDAD DE NANCAGUA";"MUNICIPALIDAD DE NANCAGUA";5478404;"Actividades de asociaciones empresariales y de empleadores";"Libertador Gral. Bernardo O'Higgins";"Nancagua";"Actividades de asociaciones empresariales y de empleadores";19;"-29,97948";"-61,63267";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Recolección";65,7;"Declaración";2020;"null";"Destinatario Final";"QUINPLAST SANTA CRUZ SPA";"Santa Cruz";"Libertador Gral. Bernardo O'Higgins"
"Generador Municipal";"I MUNICIPALIDAD DE NANCAGUA";"MUNICIPALIDAD DE NANCAGUA";5478404;"Actividades de asociaciones empresariales y de empleadores";"Libertador Gral. Bernardo O'Higgins";"Nancagua";"Actividades de asociaciones empresariales y de empleadores";19;"-29,97948";"-61,63267";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";6454,7;"Declaración";2020;"245025";"RELLENO SANITARIO PARQUE EL GUANACO";"RELLENOS SANITARIOS DEL MAULE S A";"Teno";"Maule"
"Generador Municipal";"I MUNICIPALIDAD DE NANCAGUA";"MUNICIPALIDAD DE NANCAGUA";5478404;"Actividades de asociaciones empresariales y de empleadores";"Libertador Gral. Bernardo O'Higgins";"Nancagua";"Actividades de asociaciones empresariales y de empleadores";19;"-29,97948";"-61,63267";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Valorización";124,98;"Declaración";2020;"1967";"CRISTALERIAS TORO SPA";"CRISTALERIAS TORO SPA";"Cerrillos";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE PERALILLO";"ILUSTRE MUNICIPALIDAD DE PERALILLO";3023307;"Actividades de mantenimiento del orden público y de seguridad";"Libertador Gral. Bernardo O'Higgins";"Peralillo";"Actividades de mantenimiento del orden público y de seguridad";19;"-27,71574";"-61,82116";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";3526;"Declaración";2020;"245025";"RELLENO SANITARIO PARQUE EL GUANACO";"RELLENOS SANITARIOS DEL MAULE S A";"Teno";"Maule"
"Generador Municipal";"I MUNICIPALIDAD DE PLACILLA";"ILUSTRE MUNICIPALIDAD DE PLACILLA";253467;"Actividades de la administración pública en general";"Libertador Gral. Bernardo O'Higgins";"Placilla";"Actividades de la administración pública en general";19;"-30,06514";"-61,65540";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";2723,45;"Declaración";2020;"245025";"RELLENO SANITARIO PARQUE EL GUANACO";"RELLENOS SANITARIOS DEL MAULE S A";"Teno";"Maule"
"Generador Municipal";"I MUNICIPALIDAD DE PUMANQUE";"ILUSTRE MUNICIPALIDAD DE PUMANQUE";5441511;"Actividades de otras asociaciones n.c.p.";"Libertador Gral. Bernardo O'Higgins";"Pumanque";"Actividades de otras asociaciones n.c.p.";19;"-25,56503";"-61,67814";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Disposición final";870,542;"Declaración";2020;"245025";"RELLENO SANITARIO PARQUE EL GUANACO";"RELLENOS SANITARIOS DEL MAULE S A";"Teno";"Maule"
"Generador Municipal";"I MUNICIPALIDAD DE SANTA CRUZ";"ILUSTRE MUNICIPALIDAD DE SANTA CRUZ";5441512;"Actividades de la administración pública en general";"Libertador Gral. Bernardo O'Higgins";"Santa Cruz";"Actividades de la administración pública en general";19;"-28,83160";"-61,64354";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";15964,76;"Declaración";2020;"245025";"RELLENO SANITARIO PARQUE EL GUANACO";"RELLENOS SANITARIOS DEL MAULE S A";"Teno";"Maule"
