año;rol_establecimiento;id_vu;nombre_establecimiento;razon_social;rut_razon_social;ciiu4;ciiu6;latitud;longitud;id_comuna;comuna;provincia;region;rubro_vu;cantidad_toneladas;tratamiento_nivel_3;tratamiento_nivel_1;tipo_declaracion;capitulo_ler;subcapitulo_ler;nombre_ler;ler_codigo;id_vu_trazabilidad;nombre_establecimiento_trazabilidad;razon_social_trazabilidad;comuna_trazabilidad;id_comuna_trazabilidad;region_trazabilidad
2021;Generador Municipal;3770460;ILUSTRE MUNICIPALIDAD DE PARRAL;I MUNICIPALIDAD DE PARRAL;69130700-K;Actividades de la administración pública en general;Actividades de la administración pública en general;-33.73094111;-70,74232428;7404;Parral;Linares;Maule;Otras actividades;17753,94;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;6054,0;RELLENO SANITARIO EL RETAMO;RELLENOS SANITARIOS DEL MAULE S A;Talca;7101,0;Maule
2021;Generador Municipal;253466;ILUSTRE MUNICIPALIDAD DE EL MONTE;I MUNICIPALIDAD DE EL MONTE;69073000-6;Actividades de la administración pública en general;Actividades de la administración pública en general;-33.677816;-70,9772463;13602;El Monte;Talagante;Metropolitana de Santiago;Otras actividades;17741,42;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;78709,0;RELLENO SANITARIO SANTIAGO PONIENTE;VEOLIA SU CHILE S.A.;Maipú;13119,0;Metropolitana de Santiago
2021;Generador Municipal;911612;ILUSTRE MUNICIPALIDAD DE QUELLÓN;I MUNICIPALIDAD DE QUELLON;69230700-3;Actividades de la administración pública en general;Actividades de la administración pública en general;-43.11828406;-73,61803638;10208;Quellón;Chiloé;Los Lagos;Otras actividades;17483,3;Vertedero;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;5465154,0;VERTEDERO MUNICIPAL;I MUNICIPALIDAD DE QUELLON;Quellón;10208,0;Los Lagos
2021;Generador Municipal;3022589;ILUSTRE MUNICIPALIDAD DE SAN CLEMENTE;I MUNICIPALIDAD DE SAN CLEMENTE;69110500-8;Actividades de la administración pública en general;Actividades de la administración pública en general;-35.53647104;-71,48937208;7109;San Clemente;Talca;Maule;Otras actividades;17387,61;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;5464026,0;RELLENO SANITARIO SAN ROQUE;SOCIEDAD ARQUITECTURA Y PAISAJISMO RIO MAULE LTDA;San Clemente;7109,0;Maule
2021;Generador Municipal;5441425;ILUSTRE MUNICIPALIDAD DE VALLENAR;I MUNICIPALIDAD DE VALLENAR;69030500-3;Actividades de la administración pública en general;Actividades de la administración pública en general;-28.59107506;-70,7454202;3301;Vallenar;Huasco;Atacama;Otras actividades;17281,56;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;5480981,0;RELLENO SANITARIO DE LA PROVINCIA DEL HUASCO;ASOCIACION DE MUNICIPALIDADES DE LA PROVINCIA DEL HUASCO;Vallenar;3301,0;Atacama
2021;Generador Municipal;3023314;ILUSTRE MUNICIPALIDAD DE SAN CARLOS;ILUSTRE MUNICIPALIDAD DE SAN CARLOS;69140500-1;Actividades de la administración pública en general;Actividades de la administración pública en general;-36.42412825;-71,95803654;16301;San Carlos;Punilla;Ñuble;Otras actividades;17135,7;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;;;;;;
2021;Generador Municipal;3023792;ILUSTRE MUNICIPALIDAD DE CAUQUENES;I MUNICIPALIDAD DE CAUQUENES;69120400-6;Actividades de la administración pública en general;Actividades de la administración pública en general;-35.96762448;-72,32223157;7201;Cauquenes;Cauquenes;Maule;Otras actividades;16432,13;Eliminación;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;;;;;;
2021;Generador Municipal;4053452;ILUSTRE MUNICIPALIDAD DE ISLA DE MAIPO;I MUNICIPALIDAD DE ISLA DE MAIPO;69071900-2;Actividades de la administración pública en general;Actividades de la administración pública en general;-33.74646047;-70,90000106;13603;Isla de Maipo;Talagante;Metropolitana de Santiago;Otras actividades;16379,94;Disposición final;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;78709,0;RELLENO SANITARIO SANTIAGO PONIENTE;VEOLIA SU CHILE S.A.;Maipú;13119,0;Metropolitana de Santiago
2021;Generador Municipal;879730;ILUSTRE MUNICIPALIDAD DE SALAMANCA;I MUNICIPALIDAD DE SALAMANCA;69041400-7;Actividades de la administración pública en general;Actividades de la administración pública en general;-31.78249663;-70,9607137;4204;Salamanca;Choapa;Coquimbo;Otras actividades;16006,0;Vertedero;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;5461047,0;VERTEDERO MUNICIPAL EL QUEÑE;I MUNICIPALIDAD DE SALAMANCA;Salamanca;4204,0;Coquimbo
2021;Generador Municipal;881994;ILUSTRE MUNICIPALIDAD DE LA LIGUA;I MUNICIPALIDAD DE LA LIGUA;69050100-7;Actividades de la administración pública en general;Actividades de la administración pública en general;-32.44985267;-71,23165769;5401;La Ligua;Petorca;Valparaíso;Otras actividades;15769,36;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;7803,0;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A;Tiltil;13303,0;Metropolitana de Santiago
2021;Generador Municipal;5441724;ILUSTRE MUNICIPALIDAD DE SANTIAGO;I MUNICIPALIDAD DE SANTIAGO;69070100-6;Actividades de la administración pública en general;Actividades de la administración pública en general;-33.43782696;-70,65044388;13101;Santiago;Santiago;Metropolitana de Santiago;Otras actividades;15366,56;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;3921963,0;ESTACIÓN DE TRANSFERENCIA QUILICURA;K D M  S A;Quilicura;13125,0;Metropolitana de Santiago
2021;Generador Municipal;5441689;ILUSTRE MUNICIPALIDAD DE CALERA DE TANGO;I MUNICIPALIDAD DE CALERA DE TANGO;69072800-1;Actividades de la administración pública en general;Actividades de la administración pública en general;-33.63017524;-70,7615076;13403;Calera de Tango;Maipo;Metropolitana de Santiago;Otras actividades;14490,69;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;97614,0;RELLENO SANITARIO SANTA MARTA;CONSORCIO SANTA MARTA S A;Talagante;13601,0;Metropolitana de Santiago
2021;Generador Municipal;911604;ILUSTRE MUNICIPALIDAD DE LA UNIÓN;I MUNICIPALIDAD DE LA UNION;69200800-6;Actividades de la administración pública en general;Actividades de la administración pública en general;-40.2910189;-73,0810331;14201;La Unión;Ranco;Los Ríos;Otras actividades;14203,0;Vertedero;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;4587637,0;VERTEDERO DE MORROMPULLI Y EDIFICIO CONSISTORIAL;I MUNICIPALIDAD VALDIVIA;Valdivia;14101,0;Los Ríos
2021;Generador Municipal;5477295;ILUSTRE MUNICIPALIDAD DE CURACAVI;I MUNICIPALIDAD DE CURACAVI;69073900-3;Actividades de la administración pública en general;Actividades de la administración pública en general;-33.40548482;-71,13674434;13503;Curacaví;Melipilla;Metropolitana de Santiago;Otras actividades;13554,86;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;3921963,0;ESTACIÓN DE TRANSFERENCIA QUILICURA;K D M  S A;Quilicura;13125,0;Metropolitana de Santiago
2021;Generador Municipal;3022881;ILUSTRE MUNICIPALIDAD DE CHIMBARONGO;ILUSTRE MUNICIPALIDAD DE CHIMBARONGO;69090300-8;Actividades de la administración pública en general;Actividades de la administración pública en general;-34.70923726;-71,04127235;6303;Chimbarongo;Colchagua;Libertador Gral. Bernardo O'Higgins;Otras actividades;13285,83;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;5457604,0;RELLENO SANITARIO COLIHUES LA YESCA;I MUNICIPALIDAD DE RANCAGUA;Requínoa;6116,0;Libertador Gral. Bernardo O'Higgins
2021;Generador Municipal;1986456;ILUSTRE MUNICIPALIDAD DE PUCÓN;I MUNICIPALIDAD DE PUCON;69191600-6;Actividades de la administración pública en general;Actividades de la administración pública en general;-39.27225549;-71,97762564;9115;Pucón;Cautín;Araucanía;Otras actividades;13044,0;Vertedero;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;5465242,0;VERTEDERO MUNICIPAL;I MUNICIPALIDAD DE PUCON;Pucón;9115,0;Araucanía
2021;Generador Municipal;4085307;ILUSTRE MUNICIPALIDAD DE PEÑALOLÉN;ILUSTRE MUNICIPALIDAD DE PEÑALOLÉN;69254000-K;Actividades de la administración pública en general;Actividades de la administración pública en general;-33.47191601;-70,56278676;13122;Peñalolén;Santiago;Metropolitana de Santiago;Otras actividades;12965,92;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Residuos voluminosos (incluidos muebles);20 03 07;97614,0;RELLENO SANITARIO SANTA MARTA;CONSORCIO SANTA MARTA S A;Talagante;13601,0;Metropolitana de Santiago
2021;Generador Municipal;4054483;ILUSTRE MUNICIPALIDAD DE COLTAUCO;I MUNICIPALIDAD DE COLTAUCO;69080700-9;Actividades de la administración pública en general;Actividades de la administración pública en general;-34.28779922;-71,08555349;6104;Coltauco;Cachapoal;Libertador Gral. Bernardo O'Higgins;Otras actividades;12560,62;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;5457604,0;RELLENO SANITARIO COLIHUES LA YESCA;I MUNICIPALIDAD DE RANCAGUA;Requínoa;6116,0;Libertador Gral. Bernardo O'Higgins
2021;Generador Municipal;5463019;MUNICIPALIDAD DE PUENTE ALTO;I MUNICIPALIDAD DE PUENTE ALTO;69072100-7;Actividades de la administración pública en general;Actividades de la administración pública en general;-33.59291851;-70,57950252;13201;Puente Alto;Cordillera;Metropolitana de Santiago;Otras actividades;12364,49;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Residuos voluminosos (incluidos muebles);20 03 07;7803,0;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A;Tiltil;13303,0;Metropolitana de Santiago
2021;Generador Municipal;4055184;ILUSTRE MUNICIPALIDAD DE EL TABO;ILUSTRE MUNICIPALIDAD DE EL TABO;69073700-0;Actividades de la administración pública en general;Actividades de la administración pública en general;-33.49186587;-71,61923742;5605;El Tabo;San Antonio;Valparaíso;Otras actividades;12235,299;Vertedero;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;5458771,0;VERTEDERO ALTOS DE CARTAGENA;VEOLIA RESIDUOS URBANOS VALPARAISO SPA;Cartagena;5603,0;Valparaíso
2021;Generador Municipal;5441461;ILUSTRE MUNICIPALIDAD DE LA CALERA;I MUNICIPALIDAD DE LA CALERA;69060300-4;Actividades de la administración pública en general;Actividades de la administración pública en general;-32.78894344;-71,20038605;5502;Calera;Quillota;Valparaíso;Otras actividades;12081,88;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Residuos voluminosos (incluidos muebles);20 03 07;7803,0;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A;Tiltil;13303,0;Metropolitana de Santiago
2021;Generador Municipal;4053455;ILUSTRE MUNICIPALIDAD DE PIRQUE;I MUNICIPALIDAD DE PIRQUE;69072200-3;Actividades de la administración pública en general;Actividades de la administración pública en general;-34.60403454;-71,65198429;13202;Pirque;Cordillera;Metropolitana de Santiago;Otras actividades;11886,974;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;97614,0;RELLENO SANITARIO SANTA MARTA;CONSORCIO SANTA MARTA S A;Talagante;13601,0;Metropolitana de Santiago
2021;Generador Municipal;4540291;ILUSTRE MUNICIPALIDAD DE CABRERO;ILUSTRE MUNICIPALIDAD DE CABRERO;69151000-K;Actividades de la administración pública en general;Actividades de la administración pública en general;-37.03749508;-72,40593661;8303;Cabrero;Biobío;Biobío;Otras actividades;11639,19;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;5453436,0;RELLENO SANITARIO LOS ANGELES;DEMARCO S.A.;Los Angeles;8301,0;Metropolitana de Santiago
2021;Generador Municipal;4085307;ILUSTRE MUNICIPALIDAD DE PEÑALOLÉN;ILUSTRE MUNICIPALIDAD DE PEÑALOLÉN;69254000-K;Actividades de la administración pública en general;Actividades de la administración pública en general;-33.47191601;-70,56278676;13122;Peñalolén;Santiago;Metropolitana de Santiago;Otras actividades;11370,98;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Residuos voluminosos (incluidos muebles);20 03 07;78709,0;RELLENO SANITARIO SANTIAGO PONIENTE;VEOLIA SU CHILE S.A.;Maipú;13119,0;Metropolitana de Santiago
2021;Generador Municipal;3022595;ILUSTRE MUNICIPALIDAD DE BULNES;I MUNICIPALIDAD DE BULNES;69141200-8;Actividades de la administración pública en general;Actividades de la administración pública en general;-36.74329656;-72,29818761;16102;Bulnes;Diguillín;Ñuble;Otras actividades;11184,41;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;;;;;;
2021;Generador Municipal;5463019;MUNICIPALIDAD DE PUENTE ALTO;I MUNICIPALIDAD DE PUENTE ALTO;69072100-7;Actividades de la administración pública en general;Actividades de la administración pública en general;-33.59291851;-70,57950252;13201;Puente Alto;Cordillera;Metropolitana de Santiago;Otras actividades;11121,75;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Residuos de mercados;20 03 02;7803,0;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A;Tiltil;13303,0;Metropolitana de Santiago
2021;Generador Municipal;8819;ILUSTRE MUNICIPALIDAD DE CERRO NAVIA;ILUSTRE MUNICIPALIDAD DE CERRO NAVIA;69254200-2;Actividades de la administración pública en general;Actividades de la administración pública en general;-33.43496408;-70,72883366;13103;Cerro Navia;Santiago;Metropolitana de Santiago;Otras actividades;11039,75;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Residuos voluminosos (incluidos muebles);20 03 07;7803,0;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A;Tiltil;13303,0;Metropolitana de Santiago
2021;Generador Municipal;1963513;ILUSTRE MUNICIPALIDAD DE MULCHÉN;I MUNICIPALIDAD DE MULCHEN;69170500-5;Actividades de la administración pública en general;Actividades de la administración pública en general;-37.72082661;-72,24427917;8305;Mulchén;Biobío;Biobío;Otras actividades;10889,98;Vertedero;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;5461913,0;VERTEDERO LICURA (MULCHEN;EMPRESA DE SERVICIOS MECANIZADOS ASEOS Y ROCES LTDA;Mulchén;8305,0;Biobío
2021;Generador Municipal;5468864;MUNICIPALIDAD DE PITRUFQUÉN;I MUNICIPALIDAD DE PITRUFQUEN;69191300-7;Actividades de la administración pública en general;Actividades de la administración pública en general;-38.98716879;-72,63735191;9114;Pitrufquen;Cautín;Araucanía;Otras actividades;10855,103;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;;DESTINATARIO FINAL;SERVICIOS JORGE HUGO JOSE ANTONIO ARNABOLDI CACERES LIMITADA;Temuco;9101,0;Araucanía
2021;Generador Municipal;4053449;ILUSTRE MUNICIPALIDAD DE TILTIL;ILUSTRE MUNICIPALIDAD DE TILTIL;69071600-3;Actividades de la administración pública en general;Actividades de la administración pública en general;-33.08509068;-70,92901261;13303;Tiltil;Chacabuco;Metropolitana de Santiago;Otras actividades;10840,0;Monorelleno;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Lodos de fosas sépticas;20 03 04;5452574,0;CENTRO DE GESTION DE BIOSOLIDOS EL RUTAL;AGUAS ANDINAS S A;Tiltil;13303,0;Metropolitana de Santiago
2021;Generador Municipal;1965224;ILUSTRE MUNICIPALIDAD DE CURANILAHUE;I MUNICIPALIDAD DE CURANILAHUE;69160200-1;Actividades de la administración pública en general;Actividades de la administración pública en general;-37.47597707;-73,34583413;8205;Curanilahue;Arauco;Biobío;Otras actividades;10823,96;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;;ASOCIACION DE MUNICIPALIDADES DE ARAUCO Y CURANILAHUE;ASOCIACION DE MUNICIPALIDADES DE ARAUCO Y CURANILAHUE;Curanilahue;8205,0;Biobío
2021;Generador Municipal;881991;ILUSTRE MUNICIPALIDAD DE TOCOPILLA;I MUNICIPALIDAD DE TOCOPILLA;69020100-3;Actividades de la administración pública en general;Actividades de la administración pública en general;-22.0934508;-70,20082166;2301;Tocopilla;Tocopilla;Antofagasta;Otras actividades;10673,96;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;5482604,0;RELLENO SANITARIO QUEBRADA ANCHA;I MUNICIPALIDAD DE TOCOPILLA;Tocopilla;2301,0;Antofagasta
2021;Generador Municipal;4085306;ILUSTRE MUNICIPALIDAD DE LA PINTANA;I MUNICIPALIDAD DE LA PINTANA;69253800-5;Actividades de la administración pública en general;Actividades de la administración pública en general;-33.58505499;-70,63022728;13112;La Pintana;Santiago;Metropolitana de Santiago;Otras actividades;10487,0;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Residuos de mercados;20 03 02;97614,0;RELLENO SANITARIO SANTA MARTA;CONSORCIO SANTA MARTA S A;Talagante;13601,0;Metropolitana de Santiago
2021;Generador Municipal;1965236;ILUSTRE MUNICIPALIDAD DE VILCÚN;I MUNICIPALIDAD DE VILCUN;69190800-3;Actividades de la administración pública en general;Actividades de la administración pública en general;-38.67055693;-72,22486572;9119;Vilcún;Cautín;Araucanía;Otras actividades;10459,0;Residuos sólidos domiciliarios y asimilables a domiciliarios;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;;;;;;
2021;Generador Municipal;2918987;ILUSTRE MUNICIPALIDAD DE CHILLÁN VIEJO;ILUSTRE MUNICIPALIDAD DE CHILLAN VIEJO;69266500-7;Actividades de la administración pública en general;Actividades de la administración pública en general;-36.62110657;-72,1337898;16103;Chillán Viejo;Diguillín;Ñuble;Otras actividades;10424,46288;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;;;;;;
2021;Generador Municipal;4055165;ILUSTRE MUNICIPALIDAD DE LLAILLAY;I MUNICIPALIDAD DE LLAY LLAY;69060400-0;Actividades de la administración pública en general;Actividades de la administración pública en general;-32.84144298;-70,95512128;5703;Llaillay;San Felipe de Aconcagua;Valparaíso;Otras actividades;9977,24;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;7803,0;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A;Tiltil;13303,0;Metropolitana de Santiago
2021;Generador Municipal;5441610;ILUSTRE MUNICIPALIDAD DE COLLIPULLI;I MUNICIPALIDAD DE COLLIPULLI;69180500-K;Actividades de la administración pública en general;Actividades de la administración pública en general;-37.9577698;-72,4322086;9202;Collipulli;Malleco;Araucanía;Otras actividades;9845,135;Vertedero;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;5461913,0;VERTEDERO LICURA (MULCHEN;EMPRESA DE SERVICIOS MECANIZADOS ASEOS Y ROCES LTDA;Mulchén;8305,0;Biobío
2021;Generador Municipal;4055166;ILUSTRE MUNICIPALIDAD DE NOGALES;I MUNICIPALIDAD DE NOGALES;69060600-3;Actividades de la administración pública en general;Actividades de la administración pública en general;-32.73449342;-71,20139386;5506;Nogales;Quillota;Valparaíso;Otras actividades;9721,75;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;7803,0;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A;Tiltil;13303,0;Metropolitana de Santiago
2021;Generador Municipal;4053444;ILUSTRE MUNICIPALIDAD DE MAIPÚ;I MUNICIPALIDAD DE MAIPU;69070900-7;Actividades de la administración pública en general;Actividades de la administración pública en general;-33.51069283;-70,76055684;13119;Maipú;Santiago;Metropolitana de Santiago;Otras actividades;9430,41;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Residuos de parques y jardines (incluidos los residuos de cementerios);Residuos biodegradables;20 02 01;78709,0;RELLENO SANITARIO SANTIAGO PONIENTE;VEOLIA SU CHILE S.A.;Maipú;13119,0;Metropolitana de Santiago
2021;Generador Municipal;5463019;MUNICIPALIDAD DE PUENTE ALTO;I MUNICIPALIDAD DE PUENTE ALTO;69072100-7;Actividades de la administración pública en general;Actividades de la administración pública en general;-33.59291851;-70,57950252;13201;Puente Alto;Cordillera;Metropolitana de Santiago;Otras actividades;9203,06;Sitio de Escombros de la Construcción;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Residuos municipales no especificados en otra categoría;20 03 99;5464301,0;INDUSTRIAL Y MINERA LOS ESTEROS LIMITADA;INDUSTRIAL Y MINERA LOS ESTEROS LIMITADA;San Bernardo;13401,0;Metropolitana de Santiago
2021;Generador Municipal;4053451;ILUSTRE MUNICIPALIDAD DE TALAGANTE;ILUSTRE MUNICIPALIDAD DE TALAGANTE;69071800-6;Actividades de la administración pública en general;Actividades de la administración pública en general;-33.66519444;-70,9274262;13601;Talagante;Talagante;Metropolitana de Santiago;Otras actividades;8914,27;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;97614,0;RELLENO SANITARIO SANTA MARTA;CONSORCIO SANTA MARTA S A;Talagante;13601,0;Metropolitana de Santiago
2021;Generador Municipal;4055174;ILUSTRE MUNICIPALIDAD DE VILLA ALEMANA;I MUNICIPALIDAD DE VILLA ALEMANA;69061500-2;Actividades de la administración pública en general;Actividades de la administración pública en general;-33.05168985;-71,39062117;5804;Villa Alemana;Marga Marga;Valparaíso;Otras actividades;8706,464047;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;5463094,0;VERTEDERO SAN PEDRO;ELISA GUTIERREZ FONSECA, COMERCIALIZADORA Y SERVICIOS,\n            EMPRESA INDIVID;Quillota;5501,0;Valparaíso
2021;Generador Municipal;1963515;ILUSTRE MUNICIPALIDAD DE NACIMIENTO;I MUNICIPALIDAD DE NACIMIENTO;69170700-8;Actividades de la administración pública en general;Actividades de la administración pública en general;-37.50242349;-72,67067918;8306;Nacimiento;Biobío;Biobío;Otras actividades;8453,347;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;5453436,0;RELLENO SANITARIO LOS ANGELES;DEMARCO S.A.;Los Angeles;8301,0;Metropolitana de Santiago
