"tipo_o_rol_establecimiento";"razon_social";"nombre_establecimiento";"id_establecimiento_vu";"ciiu4";"ciiu6";"region";"comuna";"coordenada_este";"coordenada_norte";"capitulo_ler";"subcapitulo_ler";"nombre_ler";"tratamiento";"cantidad_toneladas";"declaracion_estimacion";"ano";"id_establecimiento_vu_destinatario";"nombre_de_establecimiento_destinatario";"razon_social_destinatario";"comuna_trazabilidad";"region_destinatario"
"Generador Municipal";"I MUNICIPALIDAD DE RIO CLARO";"ILUSTRE MUNICIPALIDAD DE RÍO CLARO";3022590;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Maule";"Río Claro";-71,25909501;"-35.27854967";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";1493,13;"Declaración";2021;6054;"RELLENO SANITARIO EL RETAMO";"RELLENOS SANITARIOS DEL MAULE S A";"Talca";"Maule"
"Generador Municipal";"I MUNICIPALIDAD DE SAN ROSENDO";"ILUSTRE MUNICIPALIDAD DE SAN ROSENDO";1963658;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Biobío";"San Rosendo";-72,72657633;"-37.26402013";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";1474;"Declaración";2021;NA;"DESTINATARIO FINAL";"EMPRESA DE SERVICIOS MECANIZADOS ASEOS Y ROCES LTDA";"Hualpén";"Biobío"
"Generador Municipal";"I MUNICIPALIDAD DE SAN ROSENDO";"ILUSTRE MUNICIPALIDAD DE SAN ROSENDO";1963658;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Biobío";"San Rosendo";-72,72657633;"-37.26402013";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";1474;"Declaración";2021;5461913;"VERTEDERO LICURA (MULCHEN";"EMPRESA DE SERVICIOS MECANIZADOS ASEOS Y ROCES LTDA";"Mulchén";"Biobío"
"Generador Municipal";"I MUNICIPALIDAD DE VITACURA";"ILUSTRE MUNICIPALIDAD DE VITACURA";4086144;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Vitacura";-70,60137674;"-33.39881662";"Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";"Envases (incluidos los residuos de envases de la recogida selectiva municipal)";"Envases de papel y cartón";"Reciclaje de papel, cartón y productos de papel";1470,727;"Declaración";2021;7803;"RELLENO SANITARIO LOMA LOS COLORADOS";"K D M  S A";"Tiltil";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE EL TABO";"ILUSTRE MUNICIPALIDAD DE EL TABO";4055184;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Valparaíso";"El Tabo";-71,61923742;"-33.49186587";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Eliminación";1465,65;"Declaración";2021;5458771;"VERTEDERO ALTOS DE CARTAGENA";"VEOLIA RESIDUOS URBANOS VALPARAISO SPA";"Cartagena";"Valparaíso"
"Generador Municipal";"I MUNICIPALIDAD DE GORBEA";"ILUSTRE MUNICIPALIDAD DE GORBEA";1986452;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Araucanía";"Gorbea";-72,67542713;"-39.10232162";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Disposición final";1440;"Declaración";2021;5462349;"VERTEDERO MUNICIPAL DE GORBEA";"I MUNICIPALIDAD DE GORBEA";"Pitrufquen";"Araucanía"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE SAN PEDRO";"ILUSTRE MUNICIPALIDAD DE SAN PEDRO";4055179;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"San Pedro";-71,45609365;"-33.89429119";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Disposición final";1429,89;"Declaración";2021;5473212;"VERTEDERO POPETA";"I MUNICIPALIDAD DE MELIPILLA";"Melipilla";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE RECOLETA";"ILUSTRE MUNICIPALIDAD DE RECOLETA";431431;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Recoleta";-70,6436402;"-33.40158262";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Residuos voluminosos (incluidos muebles)";"Relleno sanitario";1393,61;"Declaración";2021;7803;"RELLENO SANITARIO LOMA LOS COLORADOS";"K D M  S A";"Tiltil";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE POZO ALMONTE";"ILUSTRE MUNICIPALIDAD DE POZO ALMONTE";2822594;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Tarapacá";"Pozo Almonte";-69,78601367;"-20.25670811";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Disposición final";1385;"Declaración";2021;5461959;"DEPOSITO IQQ";"AGENCIAS UNIVERSALES S A";"Iquique";"Tarapacá"
"Generador Municipal";"I MUNICIPALIDAD DE RECOLETA";"ILUSTRE MUNICIPALIDAD DE RECOLETA";431431;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Recoleta";-70,6436402;"-33.40158262";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Residuos de parques y jardines (incluidos los residuos de cementerios)";"Residuos biodegradables";"Relleno sanitario";1368,11;"Declaración";2021;7803;"RELLENO SANITARIO LOMA LOS COLORADOS";"K D M  S A";"Tiltil";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE COQUIMBO";"ILUSTRE MUNICIPALIDAD DE COQUIMBO";879934;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Coquimbo";"Coquimbo";-71,33892271;"-29.95900321";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje";1297,748;"Declaración";2021;5453475;"BODEGA DE ENVASES DE VIDRIO Y PLANTA DE RECICLADO DE VIDRIO";"CRISTALERIAS TORO SPA";"Maipú";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE CALDERA";"ILUSTRE MUNICIPALIDAD DE CALDERA";880198;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Atacama";"Caldera";-70,82267888;"-27.06832111";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Disposición final";1271,93;"Declaración";2021;4585275;"LEON PUERTO MONTT";"LEON PUERTO MONTT S.A.";"Puerto Montt";"Los Lagos"
"Generador Municipal";"I MUNICIPALIDAD DE SALAMANCA";"ILUSTRE MUNICIPALIDAD DE SALAMANCA";879730;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Coquimbo";"Salamanca";-70,9607137;"-31.78249663";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Residuos de parques y jardines (incluidos los residuos de cementerios)";"Tierra y piedras";"Vertedero";1268;"Declaración";2021;5461047;"VERTEDERO MUNICIPAL EL QUEÑE";"I MUNICIPALIDAD DE SALAMANCA";"Salamanca";"Coquimbo"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE LA FLORIDA";"ILUSTRE MUNICIPALIDAD DE LA FLORIDA";4053500;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"La Florida";-70,59871433;"-33.52269055";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";1261,39;"Declaración";2021;2372;"CRISTALERIAS DE CHILE  S A";"CRISTALERIAS DE CHILE S A";"Padre Hurtado";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE LAS CONDES";"ILUSTRE MUNICIPALIDAD DE LAS CONDES";4053497;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Las Condes";-70,59474808;"-33.41616322";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";1205,02;"Declaración";2021;2372;"CRISTALERIAS DE CHILE  S A";"CRISTALERIAS DE CHILE S A";"Padre Hurtado";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE TALCAHUANO";"ILUSTRE MUNICIPALIDAD DE TALCAHUANO";1963655;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Biobío";"Talcahuano";-73,11289469;"-36.71480336";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";1171,34;"Declaración";2021;2372;"CRISTALERIAS DE CHILE  S A";"CRISTALERIAS DE CHILE S A";"Padre Hurtado";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE PUCHUNCAVI";"ILUSTRE MUNICIPALIDAD DE PUCHUNCAVÍ";4055168;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Valparaíso";"Puchuncaví";-71,41615266;"-32.7264243";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"";1139,171;"Declaración";2021;5482483;"RELLENO SANITARIO SAN PEDRO";"EMPRESA DE ASEO CORDILLERA SPA";"Quillota";"Valparaíso"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE CURARREHUE";"ILUSTRE MUNICIPALIDAD DE CURARREHUE";4085538;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Araucanía";"Curarrehue";-71,58663096;"-39.35856871";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";1125,04;"Declaración";2021;5465242;"VERTEDERO MUNICIPAL";"I MUNICIPALIDAD DE PUCON";"Pucón";"Araucanía"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE LA FLORIDA";"ILUSTRE MUNICIPALIDAD DE LA FLORIDA";4053500;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"La Florida";-70,59871433;"-33.52269055";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Residuos municipales no especificados en otra categoría";"Preparación para reutilización";1101,5;"Declaración";2021;5461587;"TIRSA LONGITUDINAL SUR KM 63 SN MOSTAZAL";"TIRSA S A";"Mostazal";"Libertador Gral. Bernardo O'Higgins"
"Generador Municipal";"I MUNICIPALIDAD DE PROVIDENCIA";"MUNICIPALIDAD DE PROVIDENCIA";4585273;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Providencia";-70,60931115;"-33.43201876";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Reciclaje de papel, cartón y productos de papel";1046,089;"Declaración";2021;7803;"RELLENO SANITARIO LOMA LOS COLORADOS";"K D M  S A";"Tiltil";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE TALAGANTE";"ILUSTRE MUNICIPALIDAD DE TALAGANTE";4053451;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Talagante";-70,9274262;"-33.66519444";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Residuos de parques y jardines (incluidos los residuos de cementerios)";"Residuos biodegradables";"Relleno sanitario";1038,01;"Declaración";2021;78709;"RELLENO SANITARIO SANTIAGO PONIENTE";"VEOLIA SU CHILE S.A.";"Maipú";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE ALTO DEL CARMEN";"ILUSTRE MUNICIPALIDAD DE ALTO DEL CARMEN";911203;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Atacama";"Alto del Carmen";-70,48666641;"-28.75944695";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";1018,6;"Declaración";2021;5480981;"RELLENO SANITARIO DE LA PROVINCIA DEL HUASCO";"ASOCIACION DE MUNICIPALIDADES DE LA PROVINCIA DEL HUASCO";"Vallenar";"Atacama"
"Generador Municipal";"I MUNICIPALIDAD DE NUNOA";"ILUSTRE MUNICIPALIDAD DE ÑUÑOA";4053498;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Ñuñoa";-70,59391382;"-33.45523248";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Residuos de limpieza viaria";"Relleno sanitario";995,48;"Declaración";2021;3921963;"ESTACIÓN DE TRANSFERENCIA QUILICURA";"K D M  S A";"Quilicura";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE POZO ALMONTE";"ILUSTRE MUNICIPALIDAD DE POZO ALMONTE";2822594;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Tarapacá";"Pozo Almonte";-69,78601367;"-20.25670811";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";995;"Declaración";2021;5461959;"DEPOSITO IQQ";"AGENCIAS UNIVERSALES S A";"Iquique";"Tarapacá"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE CABO DE HORNOS";"ILUSTRE MUNICIPALIDAD DE CABO DE HORNOS";4085310;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Magallanes y de la Antártica Chilena";"Cabo de Hornos (Ex-Navarino)";-67,61397241;"-54.9361275";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Residuos voluminosos (incluidos muebles)";"Basural";961,6;"Declaración";2021;4085310;"ILUSTRE MUNICIPALIDAD DE CABO DE HORNOS";"ILUSTRE MUNICIPALIDAD DE CABO DE HORNOS";"Cabo de Hornos";"Magallanes y de la Antártica Chilena"
"Generador Municipal";"I MUNICIPALIDAD DE COCHRANE";"ILUSTRE MUNICIPALIDAD DE COCHRANE";4085311;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Aysén del Gral. Carlos Ibañez del Campo";"Cochrane";-72,5729875;"-47.25356929";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";901,701;"Declaración";2021;5483204;"RELLENO SANITARIO ILUSTRE MUNICIPALIDAD DE COCHRANE";"I MUNICIPALIDAD DE COCHRANE";"Cochrane";"Aysén del Gral. Carlos Ibañez del Campo"
"Generador Municipal";"I MUNICIPALIDAD DE PUENTE ALTO";"MUNICIPALIDAD DE PUENTE ALTO";5463019;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Puente Alto";-70,57950252;"-33.59291851";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";809,99;"Declaración";2021;2372;"CRISTALERIAS DE CHILE  S A";"CRISTALERIAS DE CHILE S A";"Padre Hurtado";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE SALAMANCA";"ILUSTRE MUNICIPALIDAD DE SALAMANCA";879730;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Coquimbo";"Salamanca";-70,9607137;"-31.78249663";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Residuos de parques y jardines (incluidos los residuos de cementerios)";"Residuos biodegradables";"Vertedero";792;"Declaración";2021;5461047;"VERTEDERO MUNICIPAL EL QUEÑE";"I MUNICIPALIDAD DE SALAMANCA";"Salamanca";"Coquimbo"
"Generador Municipal";"I MUNICIPALIDAD DE SAN MIGUEL";"ILUSTRE MUNICIPALIDAD DE SAN MIGUEL";253465;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"San Miguel";-70,6497074;"-33.48583178";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Reciclaje de papel, cartón y productos de papel";787,593;"Declaración";2021;5467277;"RECICLADOS INDUSTRIALES LA PINTANA";"RECICLADOS INDUSTRIALES S.A";"La Pintana";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE DOÑIHUE";"ILUSTRE MUNICIPALIDAD DE DOÑIHUE";4054482;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Libertador Gral. Bernardo O'Higgins";"Doñihue";-70,75224079;"-34.17102086";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Disposición final";763,81;"Declaración";2021;4249923;"M10 LO PRADO";"SUPER 10 S.A.";"Lo Prado";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE MULCHEN";"ILUSTRE MUNICIPALIDAD DE MULCHÉN";1963513;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Biobío";"Mulchén";-72,24427917;"-37.72082661";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Residuos de parques y jardines (incluidos los residuos de cementerios)";"Residuos biodegradables";"Vertedero";751,231;"Declaración";2021;5461913;"VERTEDERO LICURA (MULCHEN";"EMPRESA DE SERVICIOS MECANIZADOS ASEOS Y ROCES LTDA";"Mulchén";"Biobío"
"Generador Municipal";"I MUNICIPALIDAD DE PRIMAVERA";"ILUSTRE MUNICIPALIDAD DE PRIMAVERA";912287;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Magallanes y de la Antártica Chilena";"Primavera";-72,64651574;"-42.64009168";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";736;"Declaración";2021;5462466;"VERTEDERO DE PRIMAVERA";"I MUNICIPALIDAD DE PRIMAVERA";"Primavera";"Magallanes y de la Antártica Chilena"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE VALPARAÍSO";"ILUSTRE MUNICIPALIDAD DE VALPARAÍSO";5441443;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Valparaíso";"Valparaíso";-71,61268988;"-33.04723373";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";722,087;"Declaración";2021;1967;"CRISTALERIAS TORO SPA";"CRISTALERIAS TORO SPA";"Cerrillos";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD COCHAMO";"ILUSTRE MUNICIPALIDAD DE COCHAMÓ";911204;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Los Lagos";"Cochamó";-72,30842582;"-41.49232555";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";722,02;"Declaración";2021;5465162;"RELLENO SANITARIO PROVINCIAL COMUNA DE PUERTO VARAS";"I MUNICIPALIDAD DE PUERTO VARAS";"Puerto Varas";"Los Lagos"
"Generador Municipal";"I MUNICIPALIDAD DE VINA DEL MAR";"ILUSTRE MUNICIPALIDAD DE VIÑA DEL MAR";4055170;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Valparaíso";"Viña del Mar";-71,55374101;"-33.02346101";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";709,729;"Declaración";2021;2372;"CRISTALERIAS DE CHILE  S A";"CRISTALERIAS DE CHILE S A";"Padre Hurtado";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE TIRUA";"ILUSTRE MUNICIPALIDAD DE TIRÚA";1964126;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Biobío";"Tirúa";-73,49363439;"-38.34412315";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";705,06;"Declaración";2021;5453436;"RELLENO SANITARIO LOS ANGELES";"DEMARCO S.A.";"Los Angeles";"Metropolitana de Santiago"
"Generador Municipal";"MUNICIPALIDAD DE OVALLE";"ILUSTRE MUNICIPALIDAD DE OVALLE";879726;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Coquimbo";"Ovalle";-71,19698936;"-30.60430669";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Residuos de parques y jardines (incluidos los residuos de cementerios)";"Residuos biodegradables";"Vertedero";671,64;"Declaración";2021;5486593;"VERTEDERO OVALLE";"SERVICIOS TASUI S A";"Ovalle";"Coquimbo"
"Generador Municipal";"I MUNICIPALIDAD DE SANTIAGO";"ILUSTRE MUNICIPALIDAD DE SANTIAGO";5441724;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Santiago";-70,65044388;"-33.43782696";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Reciclaje de papel, cartón y productos de papel";603,163;"Declaración";2021;NA;"";"";"";""
"Generador Municipal";"I MUNICIPALIDAD DE LA REINA";"I. MUNICIPALIDAD DE LA REINA";4053499;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"La Reina";-70,53001214;"-33.45250246";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Residuos municipales no especificados en otra categoría";"Relleno sanitario";602,54;"Declaración";2021;3921963;"ESTACIÓN DE TRANSFERENCIA QUILICURA";"K D M  S A";"Quilicura";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE FUTALEUFU";"ILUSTRE MUNICIPALIDAD DE FUTALEUFÚ";325229;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Los Lagos";"Futaleufú";-71,86776515;"-43.18621394";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";549,996;"Declaración";2021;325229;"ILUSTRE MUNICIPALIDAD DE FUTALEUFÚ";"I MUNICIPALIDAD DE FUTALEUFU";"Futaleufú";"Los Lagos"
"Generador Municipal";"I MUNICIPALIDAD DE LA REINA";"I. MUNICIPALIDAD DE LA REINA";4053499;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"La Reina";-70,53001214;"-33.45250246";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";544,82;"Declaración";2021;2372;"CRISTALERIAS DE CHILE  S A";"CRISTALERIAS DE CHILE S A";"Padre Hurtado";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE VITACURA";"ILUSTRE MUNICIPALIDAD DE VITACURA";4086144;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Vitacura";-70,60137674;"-33.39881662";"Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";"Envases (incluidos los residuos de envases de la recogida selectiva municipal)";"Envases de vidrio";"Reciclaje de vidrio";539,315;"Declaración";2021;7803;"RELLENO SANITARIO LOMA LOS COLORADOS";"K D M  S A";"Tiltil";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE SAN JAVIER";"ILUSTRE MUNICIPALIDAD DE SAN JAVIER";3022593;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Maule";"San Javier";-71,73249847;"-35.59309813";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Residuos voluminosos (incluidos muebles)";"Relleno sanitario";535,79;"Declaración";2021;6054;"RELLENO SANITARIO EL RETAMO";"RELLENOS SANITARIOS DEL MAULE S A";"Talca";"Maule"
"Generador Municipal";"I MUNICIPALIDAD DE VITACURA";"ILUSTRE MUNICIPALIDAD DE VITACURA";4086144;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Vitacura";-70,60137674;"-33.39881662";"Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";"Envases (incluidos los residuos de envases de la recogida selectiva municipal)";"Envases de plástico";"Reciclaje de plásticos";535,561;"Declaración";2021;7803;"RELLENO SANITARIO LOMA LOS COLORADOS";"K D M  S A";"Tiltil";"Metropolitana de Santiago"
