Año;Rol Declarante;Código VU establecimiento;Nombre establecimiento;Razon Social;CIIU4;CIIU6;Huso;UTMN;UTME;Region;Comuna;Cantidad Toneladas;Estimación/Declaración;Tratamiento;Capitulo LER;Numero Capitulo LER;Subcapitulo LER;Numero Subcapitulo LER;ler;Numero LER;retc_code_trazabilidad;nombre trazabilidad;razon social trazabilidad;comuna trazabilidad;region trazabilidad
2020;Generador Municipal;4055168;ILUSTRE MUNICIPALIDAD DE PUCHUNCAVÍ;I MUNICIPALIDAD DE PUCHUNCAVI;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-63,76459;-27,73571;Valparaíso;Puchuncaví;52;Declaración;Reciclaje de vidrio;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 02 | Vidrio;2;1967;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA;Cerrillos;Metropolitana de Santiago
2020;Generador Municipal;4055168;ILUSTRE MUNICIPALIDAD DE PUCHUNCAVÍ;I MUNICIPALIDAD DE PUCHUNCAVI;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-63,76459;-27,73571;Valparaíso;Puchuncaví;20,357;Declaración;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 01 | Papel y cartón;1;5459117;SOREPA CARLOS VALDOVINOS;SOC RECUPERADORA DE PAPEL SPA;San Joaquín;Metropolitana de Santiago
2020;Generador Municipal;4055168;ILUSTRE MUNICIPALIDAD DE PUCHUNCAVÍ;I MUNICIPALIDAD DE PUCHUNCAVI;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-63,76459;-27,73571;Valparaíso;Puchuncaví;1,482;Declaración;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 39 | Plásticos;39;5460689;GREENPLAST S.A.;GREENPLAST SA;Lampa;Metropolitana de Santiago
2020;Generador Municipal;4055168;ILUSTRE MUNICIPALIDAD DE PUCHUNCAVÍ;I MUNICIPALIDAD DE PUCHUNCAVI;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-63,76459;-27,73571;Valparaíso;Puchuncaví;19,013;Declaración;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 39 | Plásticos;39;5468895;RECIPET SA;RECIPET S A;Santiago;Metropolitana de Santiago
2020;Generador Municipal;4055168;ILUSTRE MUNICIPALIDAD DE PUCHUNCAVÍ;I MUNICIPALIDAD DE PUCHUNCAVI;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-63,76459;-27,73571;Valparaíso;Puchuncaví;3,406;Declaración;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 40 | Metales;40;5461134;FE METAL LIMITADA;FE METAL LIMITADA;Quintero;Valparaíso
2020;Generador Municipal;4055168;ILUSTRE MUNICIPALIDAD DE PUCHUNCAVÍ;I MUNICIPALIDAD DE PUCHUNCAVI;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-63,76459;-27,73571;Valparaíso;Puchuncaví;11473,527;Declaración;null;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;null;Destinatario Final;EMPRESA DE ASEO CORDILLERA SPA;Quillota;Valparaíso
2020;Generador Municipal;4055167;ILUSTRE MUNICIPALIDAD DE QUINTERO;ILUSTRE MUNICIPALIDAD DE QUINTERO;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-63,69659;-26,63301;Valparaíso;Quintero;87,742;Declaración;Compostaje;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 08 | Residuos biodegradables de cocinas y restaurantes;8;null;Destinatario Final;I MUNICIPALIDAD DE QUINTERO;Quintero;Valparaíso
2020;Generador Municipal;4055167;ILUSTRE MUNICIPALIDAD DE QUINTERO;ILUSTRE MUNICIPALIDAD DE QUINTERO;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-63,69659;-26,63301;Valparaíso;Quintero;27,106;Declaración;Reciclaje;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 01 | Papel y cartón;1;5458853;SOREPA PUDAHUEL;SOC RECUPERADORA DE PAPEL SPA;Pudahuel;Metropolitana de Santiago
2020;Generador Municipal;4055167;ILUSTRE MUNICIPALIDAD DE QUINTERO;ILUSTRE MUNICIPALIDAD DE QUINTERO;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-63,69659;-26,63301;Valparaíso;Quintero;166,195;Declaración;Reciclaje;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 02 | Vidrio;2;1967;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA;Cerrillos;Metropolitana de Santiago
2020;Generador Municipal;4055167;ILUSTRE MUNICIPALIDAD DE QUINTERO;ILUSTRE MUNICIPALIDAD DE QUINTERO;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-63,69659;-26,63301;Valparaíso;Quintero;2,037;Declaración;Reciclaje;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 25 | Aceites y grasas comestibles;25;5459970;MAIPU- BIOILS;BIOILS SPA;Maipú;Metropolitana de Santiago
2020;Generador Municipal;4055167;ILUSTRE MUNICIPALIDAD DE QUINTERO;ILUSTRE MUNICIPALIDAD DE QUINTERO;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-63,69659;-26,63301;Valparaíso;Quintero;1,17;Declaración;Reciclaje;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 39 | Plásticos;39;5460689;GREENPLAST S.A.;GREENPLAST SA;Lampa;Metropolitana de Santiago
2020;Generador Municipal;4055167;ILUSTRE MUNICIPALIDAD DE QUINTERO;ILUSTRE MUNICIPALIDAD DE QUINTERO;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-63,69659;-26,63301;Valparaíso;Quintero;28,359;Declaración;Reciclaje;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 39 | Plásticos;39;5468895;RECIPET SA;RECIPET S A;Santiago;Metropolitana de Santiago
2020;Generador Municipal;4055167;ILUSTRE MUNICIPALIDAD DE QUINTERO;ILUSTRE MUNICIPALIDAD DE QUINTERO;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-63,69659;-26,63301;Valparaíso;Quintero;0,933;Declaración;Reciclaje;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 40 | Metales;40;5461134;FE METAL LIMITADA;FE METAL LIMITADA;Quintero;Valparaíso
2020;Generador Municipal;4055167;ILUSTRE MUNICIPALIDAD DE QUINTERO;ILUSTRE MUNICIPALIDAD DE QUINTERO;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-63,69659;-26,63301;Valparaíso;Quintero;2,563;Declaración;Reciclaje;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 40 | Metales;40;null;Destinatario Final;NORMA EVELYN TAPIA FARFAN;Viña del Mar;Valparaíso
2020;Generador Municipal;4055167;ILUSTRE MUNICIPALIDAD DE QUINTERO;ILUSTRE MUNICIPALIDAD DE QUINTERO;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-63,69659;-26,63301;Valparaíso;Quintero;17018,53;Declaración;null;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;5482483;Relleno Sanitario San Pedro;EMPRESA DE ASEO CORDILLERA SPA;Quillota;Valparaíso
2020;Generador Municipal;4055170;ILUSTRE MUNICIPALIDAD DE VIÑA DEL MAR;I MUNICIPALIDAD DE VINA DEL MAR;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-63,43214;-26,61471;Valparaíso;Viña del Mar;0,38;Declaración;Co-procesamiento;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 99 | Otras fracciones no especificadas en otra categoría;99;null;Destinatario Final;MAGGLIO PABLO ARANDA NUNEZ;Quilpué;Valparaíso
2020;Generador Municipal;4055170;ILUSTRE MUNICIPALIDAD DE VIÑA DEL MAR;I MUNICIPALIDAD DE VINA DEL MAR;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-63,43214;-26,61471;Valparaíso;Viña del Mar;3,68;Declaración;Disposición final;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 34 | Baterías y acumuladores distintos de los especificados en el código 20 01 33;34;90327;PLANTA PUDAHUEL;HIDRONOR CHILE S.A;Pudahuel;Metropolitana de Santiago
2020;Generador Municipal;4055170;ILUSTRE MUNICIPALIDAD DE VIÑA DEL MAR;I MUNICIPALIDAD DE VINA DEL MAR;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-63,43214;-26,61471;Valparaíso;Viña del Mar;5,97;Declaración;Incineración con recuperación de energía;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 99 | Otras fracciones no especificadas en otra categoría;99;245956;CEMENTO MELÓN PLANTA LA CALERA;MELON S.A.;Calera;Valparaíso
2020;Generador Municipal;4055170;ILUSTRE MUNICIPALIDAD DE VIÑA DEL MAR;I MUNICIPALIDAD DE VINA DEL MAR;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-63,43214;-26,61471;Valparaíso;Viña del Mar;45,705;Declaración;Reciclaje;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 01 | Papel y cartón;1;5461854;SOREPA VIÑA DEL MAR;SOC RECUPERADORA DE PAPEL SPA;Viña del Mar;Valparaíso
2020;Generador Municipal;4055170;ILUSTRE MUNICIPALIDAD DE VIÑA DEL MAR;I MUNICIPALIDAD DE VINA DEL MAR;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-63,43214;-26,61471;Valparaíso;Viña del Mar;279,438;Declaración;Reciclaje;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 02 | Vidrio;2;2372;CRISTALERIAS DE CHILE  S A;CRISTALERIAS DE CHILE S A;Padre Hurtado;Metropolitana de Santiago
2020;Generador Municipal;4055170;ILUSTRE MUNICIPALIDAD DE VIÑA DEL MAR;I MUNICIPALIDAD DE VINA DEL MAR;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-63,43214;-26,61471;Valparaíso;Viña del Mar;11,03;Declaración;Reciclaje;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 39 | Plásticos;39;null;Destinatario Final;RECICLAJES INTEGRALES RINOPLAST LIMITADA;Quilpué;Valparaíso
2020;Generador Municipal;4055170;ILUSTRE MUNICIPALIDAD DE VIÑA DEL MAR;I MUNICIPALIDAD DE VINA DEL MAR;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-63,43214;-26,61471;Valparaíso;Viña del Mar;128;Declaración;Reciclaje;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 39 | Plásticos;39;null;null;null;null;null
2020;Generador Municipal;4055170;ILUSTRE MUNICIPALIDAD DE VIÑA DEL MAR;I MUNICIPALIDAD DE VINA DEL MAR;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-63,43214;-26,61471;Valparaíso;Viña del Mar;0,402;Declaración;Recolección;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 25 | Aceites y grasas comestibles;25;null;Destinatario Final;NÚCLEO VERDE SPA;Viña del Mar;Valparaíso
2020;Generador Municipal;4055170;ILUSTRE MUNICIPALIDAD DE VIÑA DEL MAR;I MUNICIPALIDAD DE VINA DEL MAR;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-63,43214;-26,61471;Valparaíso;Viña del Mar;144418,241;Declaración;Relleno sanitario;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;5452216;RELLENO SANITARIO EL MOLLE;GESTION INTEGRAL DE RESIDUOS SPA;Valparaíso;Valparaíso
2020;Generador Municipal;4055170;ILUSTRE MUNICIPALIDAD DE VIÑA DEL MAR;I MUNICIPALIDAD DE VINA DEL MAR;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-63,43214;-26,61471;Valparaíso;Viña del Mar;851,415;Declaración;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 02 | Vidrio;2;5453475;BODEGA DE ENVASES DE VIDRIO Y PLANTA DE RECICLADO DE VIDRIO;CRISTALERIAS TORO SPA;Maipú;Metropolitana de Santiago
2020;Generador Municipal;4053494;ILUSTRE MUNICIPALIDAD DE LOS ANDES;MUNICIPALIDAD DE LOS ANDES;Actividades de organizaciones y órganos extraterritoriales;Actividades de organizaciones y órganos extraterritoriales;19;-63,66140;-35,50228;Valparaíso;Los Andes;193,874;Declaración;Compostaje;07 | Residuos de procesos químicos orgánicos;7;01 | Residuos de la fabricación, formulación, distribución y utilización (FFDU) de productos químicos orgánicos de base;1;07 01 99 | Residuos no especificados en otra categoría;99;null;Destinatario Final;MUNICIPALIDAD DE LOS ANDES;Los Andes;Valparaíso
2020;Generador Municipal;4053494;ILUSTRE MUNICIPALIDAD DE LOS ANDES;MUNICIPALIDAD DE LOS ANDES;Actividades de organizaciones y órganos extraterritoriales;Actividades de organizaciones y órganos extraterritoriales;19;-63,66140;-35,50228;Valparaíso;Los Andes;26140,52;Declaración;Eliminación;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;5460838;SERVICIOS GEA LTDA;SERVICIOS GEA LIMITADA;San Felipe;Valparaíso
2020;Generador Municipal;4053494;ILUSTRE MUNICIPALIDAD DE LOS ANDES;MUNICIPALIDAD DE LOS ANDES;Actividades de organizaciones y órganos extraterritoriales;Actividades de organizaciones y órganos extraterritoriales;19;-63,66140;-35,50228;Valparaíso;Los Andes;2,8;Declaración;Reciclaje de metales;10 | Residuos de procesos térmicos;10;03 | Residuos de la termometalurgia del aluminio;3;10 03 05 | Residuos de alúmina;5;null;Destinatario Final;SOCIEDAD SUBE A RECICLAR LIMITADA;Los Andes;Valparaíso
2020;Generador Municipal;4053494;ILUSTRE MUNICIPALIDAD DE LOS ANDES;MUNICIPALIDAD DE LOS ANDES;Actividades de organizaciones y órganos extraterritoriales;Actividades de organizaciones y órganos extraterritoriales;19;-63,66140;-35,50228;Valparaíso;Los Andes;384;Declaración;Reciclaje de vidrio;10 | Residuos de procesos térmicos;10;11 | Residuos de la fabricación del vidrio y sus derivados;11;10 11 03 | Residuos de materiales de fibra de vidrio;3;null;Destinatario Final;INGENIERIA Y DESARROLLO SUSTENTA LIMITADA;Putaendo;Valparaíso
2020;Generador Municipal;4053494;ILUSTRE MUNICIPALIDAD DE LOS ANDES;MUNICIPALIDAD DE LOS ANDES;Actividades de organizaciones y órganos extraterritoriales;Actividades de organizaciones y órganos extraterritoriales;19;-63,66140;-35,50228;Valparaíso;Los Andes;26140,52;Declaración;Relleno sanitario;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;5460838;SERVICIOS GEA LTDA;SERVICIOS GEA LIMITADA;San Felipe;Valparaíso
2020;Generador Municipal;4053494;ILUSTRE MUNICIPALIDAD DE LOS ANDES;MUNICIPALIDAD DE LOS ANDES;Actividades de organizaciones y órganos extraterritoriales;Actividades de organizaciones y órganos extraterritoriales;19;-63,66140;-35,50228;Valparaíso;Los Andes;46,42;Declaración;Valorización;07 | Residuos de procesos químicos orgánicos;7;02 | Residuos de la FFDU de plásticos, caucho sintético y fibras artificiales;2;07 02 13 | Residuos de plástico;13;null;Destinatario Final;SOCIEDAD SUBE A RECICLAR LIMITADA;Los Andes;Valparaíso
2020;Generador Municipal;4053494;ILUSTRE MUNICIPALIDAD DE LOS ANDES;MUNICIPALIDAD DE LOS ANDES;Actividades de organizaciones y órganos extraterritoriales;Actividades de organizaciones y órganos extraterritoriales;19;-63,66140;-35,50228;Valparaíso;Los Andes;5,27;Declaración;Valorización;07 | Residuos de procesos químicos orgánicos;7;06 | Residuos de la FFDU de grasas, jabones, detergentes, desinfectantes y cosméticos;6;07 06 99 | Residuos no especificados en otra categoría;99;5474106;LAMPA BIOILS;BIOILS SPA;Lampa;Metropolitana de Santiago
2020;Generador Municipal;5441452;ILUSTRE MUNICIPALIDAD DE CALLE LARGA;ILUSTRE MUNICIPALIDAD DE CALLE LARGA;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-63,63340;-34,47872;Valparaíso;Calle Larga;5121,89;Declaración;Relleno sanitario;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;5460838;SERVICIOS GEA LTDA;SERVICIOS GEA LIMITADA;San Felipe;Valparaíso
2020;Generador Municipal;5441452;ILUSTRE MUNICIPALIDAD DE CALLE LARGA;ILUSTRE MUNICIPALIDAD DE CALLE LARGA;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-63,63340;-34,47872;Valparaíso;Calle Larga;5283,21;Declaración;null;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;5460838;SERVICIOS GEA LTDA;SERVICIOS GEA LIMITADA;San Felipe;Valparaíso
2020;Generador Municipal;5441453;ILUSTRE MUNICIPALIDAD DE RINCONADA;I MUNICIPALIDAD DE RINCONADA;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-63,65696;-34,40792;Valparaíso;Rinconada;2649;Declaración;Relleno sanitario;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;7803;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A;Tiltil;Metropolitana de Santiago
2020;Generador Municipal;5441453;ILUSTRE MUNICIPALIDAD DE RINCONADA;I MUNICIPALIDAD DE RINCONADA;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-63,65696;-34,40792;Valparaíso;Rinconada;2649;Declaración;null;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;7803;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A;Tiltil;Metropolitana de Santiago
2020;Generador Municipal;2369794;ILUSTRE MUNICIPALIDAD DE SAN ESTEBAN;ILUSTRE MUNICIPALIDAD DE SAN ESTEBAN;0;Actividades de la administración pública en general;19;-63,69788;-35,52147;Valparaíso;San Esteban;5615,55;Declaración;Relleno sanitario;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;5460838;SERVICIOS GEA LTDA;SERVICIOS GEA LIMITADA;San Felipe;Valparaíso
2020;Generador Municipal;881995;ILUSTRE MUNICIPALIDAD DE CABILDO;I MUNICIPALIDAD DE CABILDO;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-64,10496;-30,05775;Valparaíso;Cabildo;5986,17;Declaración;null;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;5483940;Vertedero Cabildo;MARINEE TORRES OLIVARES;Cabildo;Valparaíso
2020;Generador Municipal;253464;ILUSTRE MUNICIPALIDAD DE PAPUDO;I MUNICIPALIDAD DE PAPUDO;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-64,00696;-27,70448;Valparaíso;Papudo;79,75;Declaración;Reciclaje de plásticos;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 39 | Plásticos;39;5468895;RECIPET SA;RECIPET S A;Santiago;Metropolitana de Santiago
2020;Generador Municipal;253464;ILUSTRE MUNICIPALIDAD DE PAPUDO;I MUNICIPALIDAD DE PAPUDO;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-64,00696;-27,70448;Valparaíso;Papudo;4277,639;Declaración;Relleno sanitario;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;7803;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A;Tiltil;Metropolitana de Santiago
2020;Generador Municipal;4054471;ILUSTRE MUNICIPALIDAD DE PETORCA;I MUNICIPALIDAD DE PETORCA;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-64,30144;-31,18099;Valparaíso;Petorca;4152,5;Declaración;null;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;5483940;Vertedero Cabildo;MARINEE TORRES OLIVARES;Cabildo;Valparaíso
2020;Generador Municipal;4053442;ILUSTRE MUNICIPALIDAD DE QUILLOTA;I MUNICIPALIDAD DE QUILLOTA;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-63,59847;-28,89790;Valparaíso;Quillota;298;Declaración;Reciclaje de vidrio;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 02 | Vidrio;2;5453475;BODEGA DE ENVASES DE VIDRIO Y PLANTA DE RECICLADO DE VIDRIO;CRISTALERIAS TORO SPA;Maipú;Metropolitana de Santiago
2020;Generador Municipal;4053442;ILUSTRE MUNICIPALIDAD DE QUILLOTA;I MUNICIPALIDAD DE QUILLOTA;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-63,59847;-28,89790;Valparaíso;Quillota;35923,99;Declaración;Relleno sanitario;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;5482483;Relleno Sanitario San Pedro;EMPRESA DE ASEO CORDILLERA SPA;Quillota;Valparaíso
2020;Generador Municipal;5441461;ILUSTRE MUNICIPALIDAD DE LA CALERA;I MUNICIPALIDAD DE LA CALERA;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-63,69967;-29,93940;Valparaíso;Calera;3,9;Declaración;Reciclaje de papel, cartón y productos de papel;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 01 | Papel y cartón;1;null;null;null;null;null
2020;Generador Municipal;5441461;ILUSTRE MUNICIPALIDAD DE LA CALERA;I MUNICIPALIDAD DE LA CALERA;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-63,69967;-29,93940;Valparaíso;Calera;36,578;Declaración;Reciclaje de plásticos;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 39 | Plásticos;39;null;MIGUEL ANGEL ARANCIBIA BRIONES RECICLAJE RE-CICLA E.I.R.L.;MIGUEL ANGEL ARANCIBIA BRIONES RECICLAJE RE-CICLA E.I.R.L.;Calera;Valparaíso
