Tipo o Rol declarante;Razón Social;Nombre Establecimiento;ID Establecimiento VU;Rubro;CIIU4;Región;Provincia;Comuna;Latitud;Longitud;Capítulo LER;Subcapítulo LER;Nombre LER;Cantidad (Toneladas);Año;Razón Social Destinatario;Nombre de Establecimiento Destinatario;Tipo de Tratamiento;Región Destinatario;Provincia Destinatario;Comuna Destinatario
Municipio;I MUNICIPALIDAD DE VILLA ALEMANA;ILUSTRE MUNICIPALIDAD DE VILLA ALEMANA;4055174;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Valparaíso;Marga Marga;Villa Alemana;-33,05168985;-71,39062117;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Vidrio;76;2015;CRISTALERIAS DE CHILE S A;CRISTALERIAS DE CHILE  S A;Reciclaje de vidrio;Metropolitana de Santiago;Talagante;Padre Hurtado
Municipio;ILUSTRE MUNICIPALIDAD DE CABILDO;ILUSTRE MUNICIPALIDAD DE CABILDO;881995;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Valparaíso;Petorca;Cabildo;-32,42572918;-71,06567357;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;10080;2015;Marinee Torres Olivares;Marinee Torres Olivares;Vertedero;null;null;null
Municipio;I MUNICIPALIDAD DE LA UNION;ILUSTRE MUNICIPALIDAD DE LA UNIÓN;911604;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Los Ríos;Ranco;La Unión;-40,2910189;-73,0810331;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;723;2015;I MUNICIPALIDAD VALDIVIA;VERTEDERO DE MORROMPULLI Y EDIFICIO CONSISTORIAL;Vertedero;Los Ríos;Valdivia;Valdivia
Municipio;ILUSTRE MUNICIPALIDAD DE DIEGO DE ALMAGRO;ILUSTRE MUNICIPALIDAD DE DIEGO DE ALMAGRO;4587535;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Atacama;Chañaral;Diego de Almagro;-27,37200578;-70,32208229;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;5040;2015;I. MUNICIPALIDAD DE DIEGO DE ALMAGRO;I. MUNICIPALIDAD DE DIEGO DE ALMAGRO;Vertedero;null;null;null
Municipio;MUNICIPALIDAD DE OVALLE;ILUSTRE MUNICIPALIDAD DE OVALLE;879726;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Coquimbo;Limarí;Ovalle;-30,60430669;-71,19698936;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;48776;2015;Servicios Tasui S.A.;Servicios Tasui S.A.;Vertedero;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE CUREPTO;ILUSTRE MUNICIPALIDAD DE CUREPTO;5441514;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Maule;Talca;Curepto;-35,09585024;-72,02089146;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;131,38;2015;RELLENOS SANITARIOS DEL MAULE S A;RELLENO SANITARIO DEL MAULE S.A.;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
Municipio;ILUSTRE MUNICIPALIDAD DE QUINTERO;ILUSTRE MUNICIPALIDAD DE QUINTERO;4055167;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Valparaíso;Valparaíso;Quintero;-32,78554621;-71,52738199;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;32801;2015;Ilustre Municipalidad de Quintero;Ilustre Municipalidad de Quintero;Vertedero;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE LA REINA;MUNICIPALIDAD DE LA REINA;4053499;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;La Reina;-33,45250246;-70,53001214;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;40431,2;2015;K D M  S A;RELLENO SANITARIO LOMA LOS COLORADOS;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
Municipio;ILUSTRE MUNICIPALIDAD DE INDEPENDENCIA;ILUSTRE MUNICIPALIDAD DE INDEPENDENCIA;431261;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;Independencia;-33,42111682;-70,65445084;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Plásticos;2,8;2015;RECUPAC S A;RECUPAC S A;Reciclaje de papel, cartón y productos de papel;Metropolitana de Santiago;Santiago;Huechuraba
Municipio;I MUNICIPALIDAD DE VINA DEL MAR;ILUSTRE MUNICIPALIDAD DE VIÑA DEL MAR;4055170;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Valparaíso;Valparaíso;Viña del Mar;-33,02346101;-71,55374101;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Otras fracciones no especificadas en otra categoría;2;2015;TECAPLAK CHILE S.A;TECAPLAK CHILE S.A;Preparación para reutilización;null;null;null
Municipio;I MUNICIPALIDAD DE FRUTILLAR;ILUSTRE MUNICIPALIDAD DE FRUTILLAR;912280;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Los Lagos;Llanquihue;Frutillar;-41,13600331;-73,02801551;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;6571;2015;I MUNICIPALIDAD DE PUERTO MONTT;VERTEDERO MUNICIPAL LAGUNITAS;Vertedero;Los Lagos;Llanquihue;Puerto Montt
Municipio;I MUNICIPALIDAD DE MAFIL;ILUSTRE MUNICIPALIDAD DE MÁFIL;1986196;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Los Ríos;Valdivia;Máfil;-39,66490072;-72,95715478;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;2100;2015;I MUNICIPALIDAD VALDIVIA;VERTEDERO DE MORROMPULLI Y EDIFICIO CONSISTORIAL;Vertedero;Los Ríos;Valdivia;Valdivia
Municipio;ILUSTRE MUNICIPALIDAD DE MACUL;ILUSTRE MUNICIPALIDAD DE MACUL;253480;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;Macul;-33,4851503;-70,59919723;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;52250;2015;CONSORCIO SANTA MARTA S A;RELLENO SANITARIO SANTA MARTA;Relleno sanitario;Metropolitana de Santiago;Maipo;San Bernardo
Municipio;ILUSTRE MUNICIPALIDAD DE CURARREHUE;ILUSTRE MUNICIPALIDAD DE CURARREHUE;4085538;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Araucanía;Cautín;Curarrehue;-39,35856871;-71,58663096;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Residuos municipales no especificados en otra categoría;944,031;2015;I MUNICIPALIDAD DE PUCON;VERTEDERO MUNICIPAL;Vertedero;Araucanía;Cautín;Pucón
Municipio;ILUSTRE MUNICIPALIDAD DE TOCOPILLA;ILUSTRE MUNICIPALIDAD DE TOCOPILLA;881991;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Antofagasta;Tocopilla;Tocopilla;-22,0934508;-70,20082166;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;12372;2015;Relleno Sanitario de Tocopilla;Relleno Sanitario de Tocopilla;Relleno sanitario;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE SAN CARLOS;ILUSTRE MUNICIPALIDAD DE SAN CARLOS;3023314;;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Ñuble;Punilla;San Carlos;-36,42412825;-71,95803654;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;13824;2015;ECOBIO SA;ECOBIO;Relleno sanitario;Ñuble;Diguillín;Chillan Viejo
Municipio;I MUNICIPALIDAD DE YUMBEL;ILUSTRE MUNICIPALIDAD DE YUMBEL;1963656;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Bío-Bío;Biobío;Yumbel;-37,09830218;-72,56149426;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Residuos biodegradables de cocinas y restaurantes;1357,54;2015;DEMARCO S A;RELLENO SANITARIO LOS ANGELES;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
Municipio;I MUNICIPALIDAD DE PELARCO;ILUSTRE MUNICIPALIDAD DE PELARCO;1906149;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Maule;Talca;Pelarco;-35,38387972;-71,44719376;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;1558,23;2015;Resam S.A.;Resam S.A.;Relleno sanitario;null;null;null
Municipio;I MUNICIPALIDAD DE COLTAUCO;ILUSTRE MUNICIPALIDAD DE COLTAUCO;4054483;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Libertador General Bernardo Ohiggins;Cachapoal;Coltauco;-34,28779922;-71,08555349;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;3,92883;2015;I MUNICIPALIDAD DE RANCAGUA;RELLENO SANITARIO COLIHUES LA YESCA;Relleno sanitario;Libertador General Bernardo Ohiggins;Cachapoal;Rancagua
Municipio;ILUSTRE MUNICIPALIDAD DE CONCHALÍ;ILUSTRE MUNICIPALIDAD DE CONCHALÍ;4053495;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;Conchalí;-33,39627046;-70,67134319;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Residuos de parques y jardines (incluidos los residuos de cementerios);Residuos biodegradables;2991,86;2015;K D M  S A;RELLENO SANITARIO LOMA LOS COLORADOS;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
Municipio;ILUSTRE MUNICIPALIDAD DE LONGAVÍ;ILUSTRE MUNICIPALIDAD DE LONGAVÍ;3023089;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Maule;Linares;Longaví;-35,96362928;-71,68312126;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Residuos biodegradables de cocinas y restaurantes;3982;2015;STARCO S.A.;STARCO S.A.;Relleno sanitario;null;null;null
Municipio;I MUNICIPALIDAD DE SAN RAMON;ILUSTRE MUNICIPALIDAD DE SAN RAMÓN;323570;;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;San Ramón;-33,54243143;-70,64415902;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;41973;2015;CONSORCIO SANTA MARTA S A;RELLENO SANITARIO SANTA MARTA;Relleno sanitario;Metropolitana de Santiago;Maipo;San Bernardo
Municipio;I MUNICIPALIDAD DE SAN BERNARDO;ILUSTRE MUNICIPALIDAD DE SAN BERNARDO;323796;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Maipo;San Bernardo;-33,59526844;-70,70150871;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Aceites y grasas comestibles;10,9;2015;BIOILS SPA;BIOILS SPA;Preparación para reutilización;Metropolitana de Santiago;Santiago;Maipú
Municipio;ILUSTRE MUNICIPALIDAD DE SAN PEDRO;ILUSTRE MUNICIPALIDAD DE SAN PEDRO;4055179;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Melipilla;San Pedro;-33,89429119;-71,45609365;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;1130;2015;I MUNICIPALIDAD DE MELIPILLA;VERTEDERO POPETA;Vertedero;Metropolitana de Santiago;Melipilla;Melipilla
Municipio;I MUNICIPALIDAD DE SAN VICENTE;ILUSTRE MUNICIPALIDAD DE SAN VICENTE;3022583;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Libertador General Bernardo Ohiggins;Cachapoal;San Vicente;-34,43494328;-71,09137997;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;13755;2015;I MUNICIPALIDAD DE RANCAGUA;RELLENO SANITARIO COLIHUES LA YESCA;Relleno sanitario;Libertador General Bernardo Ohiggins;Cachapoal;Rancagua
Municipio;I MUNICIPALIDAD DE CASTRO;ILUSTRE MUNICIPALIDAD DE CASTRO;911517;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Los Lagos;Chiloé;Castro;-42,47964841;-73,76511899;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;25752;2015;I MUNICIPALIDAD DE CASTRO;VERTEDERO MUNICIPAL;Vertedero;Los Lagos;Chiloé;Castro
Municipio;I MUNICIPALIDAD DE SAN MIGUEL;ILUSTRE MUNICIPALIDAD DE SAN MIGUEL;253465;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;San Miguel;-33,48583178;-70,6497074;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Papel y cartón;4,9;2015;SOC RECUPERADORA DE PAPEL S A;SOCIEDAD RECUPERADORA DE PAPELES;Reciclaje de papel, cartón y productos de papel;Metropolitana de Santiago;Santiago;San Joaquín
Municipio;I MUNICIPALIDAD DE SAN MIGUEL;ILUSTRE MUNICIPALIDAD DE SAN MIGUEL;253465;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;San Miguel;-33,48583178;-70,6497074;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Residuos municipales no especificados en otra categoría;468,37;2015;K D M  S A;RELLENO SANITARIO LOMA LOS COLORADOS;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
Municipio;I MUNICIPALIDAD DE SAN MIGUEL;ILUSTRE MUNICIPALIDAD DE SAN MIGUEL;253465;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;San Miguel;-33,48583178;-70,6497074;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;42339,26;2015;K D M  S A;RELLENO SANITARIO LOMA LOS COLORADOS;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
Municipio;ILUSTRE MUNICIPALIDAD DE COINCO;ILUSTRE MUNICIPALIDAD DE COINCO;3022123;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Libertador General Bernardo Ohiggins;Cachapoal;Coinco;-34,26972689;-70,95170635;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Residuos municipales no especificados en otra categoría;92,81;2015;I MUNICIPALIDAD DE RANCAGUA;RELLENO SANITARIO COLIHUES LA YESCA;Relleno sanitario;Libertador General Bernardo Ohiggins;Cachapoal;Rancagua
Municipio;I MUNICIPALIDAD DE MALLOA;ILUSTRE MUNICIPALIDAD DE MALLOA;3022587;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Libertador General Bernardo Ohiggins;Cachapoal;Malloa;-34,44238716;-70,94638733;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;3716;2015;I MUNICIPALIDAD DE RANCAGUA;RELLENO SANITARIO COLIHUES LA YESCA;Relleno sanitario;Libertador General Bernardo Ohiggins;Cachapoal;Rancagua
Municipio;ILUSTRE MUNICIPALIDAD DE CERRO NAVIA;ILUSTRE MUNICIPALIDAD DE CERRO NAVIA;8819;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;Cerro Navia;-33,43496408;-70,72883366;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Vidrio;58;2015;CRISTALERIAS DE CHILE S A;CRISTALERIAS DE CHILE  S A;Reciclaje de vidrio;Metropolitana de Santiago;Talagante;Padre Hurtado
Municipio;I MUNICIPALIDAD DE LLANQUIHUE;ILUSTRE MUNICIPALIDAD DE LLANQUIHUE;912277;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Los Lagos;Llanquihue;Llanquihue;-41,25658197;-73,00548556;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;4166,37;2015;I MUNICIPALIDAD DE PUERTO MONTT;VERTEDERO MUNICIPAL LAGUNITAS;Vertedero;Los Lagos;Llanquihue;Puerto Montt
Municipio;ILUSTRE MUNICIPALIDAD DE PEÑALOLÉN;ILUSTRE MUNICIPALIDAD DE PEÑALOLÉN;4085307;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;Peñalolén;-33,47191601;-70,56278676;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Papel y cartón;116,6;2015;SOC RECUPERADORA DE PAPEL S A;SOCIEDAD RECUPERADORA DE PAPELES;Reciclaje de papel, cartón y productos de papel;Metropolitana de Santiago;Santiago;San Joaquín
Municipio;I MUNICIPALIDAD DE LA GRANJA;ILUSTRE MUNICIPALIDAD DE LA GRANJA;4055176;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;La Granja;-33,54367738;-70,63246525;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Papel y cartón;30;2015;SOC RECUPERADORA DE PAPEL S A;SOCIEDAD RECUPERADORA DE PAPELES;Reciclaje de papel, cartón y productos de papel;Metropolitana de Santiago;Santiago;San Joaquín
Municipio;I MUNICIPALIDAD DE SAN IGNACIO;ILUSTRE MUNICIPALIDAD DE SAN IGNACIO;3022596;;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Ñuble;Diguillín;San Ignacio;-36,79904038;-72,02954666;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Residuos municipales no especificados en otra categoría;2587,5;2015;ECOBIO SA;ECOBIO;Relleno sanitario;Ñuble;Diguillín;Chillan Viejo
Municipio;ILUSTRE MUNICIPALIDAD DE ISLA DE MAIPO;ILUSTRE MUNICIPALIDAD DE ISLA DE MAIPO;4053452;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Talagante;Isla de Maipo;-33,74646047;-70,90000106;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;11322,16;2015;VEOLIA SU CHILE SA;RELLENO SANITARIO SANTIAGO PONIENTE;Relleno sanitario;Metropolitana de Santiago;Santiago;Las Condes
Municipio;I MUNICIPALIDAD DE QUEMCHI;ILUSTRE MUNICIPALIDAD DE QUEMCHI;911515;;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Los Lagos;Chiloé;Quemchi;-42,14430354;-73,47275676;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;4290;2015;ILUSTRE MUNICIPALIDAD DE QUEMCHI;ILUSTRE MUNICIPALIDAD DE QUEMCHI;Vertedero;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE HUARA;ILUSTRE MUNICIPALIDAD DE HUARA;879721;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Tarapacá;Tamarugal;Huara;-19,99725012;-69,77185162;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;486,74;2015;ILUSTRE MUNICIPALIDAD DE HUARA;BASURAL;Basural;Tarapacá;Tamarugal;Huara
Municipio;ILUSTRE MUNICIPALIDAD DE SAN JOAQUÍN;ILUSTRE MUNICIPALIDAD DE SAN JOAQUÍN;4085312;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;San Joaquín;-33,47917671;-70,64153152;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Papel y cartón;1,28;2015;SOC RECUPERADORA DE PAPEL S A;SOCIEDAD RECUPERADORA DE PAPELES;Reciclaje de papel, cartón y productos de papel;Metropolitana de Santiago;Santiago;San Joaquín
Municipio;ILUSTRE MUNICIPALIDAD DE SAN JOAQUÍN;ILUSTRE MUNICIPALIDAD DE SAN JOAQUÍN;4085312;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;San Joaquín;-33,47917671;-70,64153152;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;700,79;2015;INDUSTRIAL Y MINERA LOS ESTEROS LIMITADA;INDUSTRIAL Y MINERA LOS ESTEROS LIMITADA;Monorelleno;Metropolitana de Santiago;Maipo;San Bernardo
Municipio;ILUSTRE MUNICIPALIDAD DE SAN JOAQUÍN;ILUSTRE MUNICIPALIDAD DE SAN JOAQUÍN;4085312;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;San Joaquín;-33,47917671;-70,64153152;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Residuos de limpieza viaria;229,9;2015;CONSORCIO SANTA MARTA S A;RELLENO SANITARIO SANTA MARTA;Relleno sanitario;Metropolitana de Santiago;Maipo;San Bernardo
Municipio;ILUSTRE MUNICIPALIDAD DE MACHALÍ;ILUSTRE MUNICIPALIDAD DE MACHALÍ;4054479;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Libertador General Bernardo Ohiggins;Cachapoal;Machalí;-34,17945624;-70,65651461;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;17945,51;2015;I MUNICIPALIDAD DE RANCAGUA;RELLENO SANITARIO COLIHUES LA YESCA;Relleno sanitario;Libertador General Bernardo Ohiggins;Cachapoal;Rancagua
Municipio;I MUNICIPALIDAD DE LIMACHE;ILUSTRE MUNICIPALIDAD DE LIMACHE;3130791;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Valparaíso;Marga Marga;Limache;-33,00952416;-71,2595877;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;16154;2015;GESTION INTEGRAL DE RESIDUOS S A;RELLENO SANITARIO EL MOLLE;Vertedero;Valparaíso;Valparaíso;Valparaíso
Municipio;I MUNICIPALIDAD DE SANTIAGO;ILUSTRE MUNICIPALIDAD DE SANTIAGO;5441724;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;Santiago;-33,43782696;-70,65044388;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Vidrio;405,95;2015;CRISTALERIAS DE CHILE S A;CRISTALERIAS DE CHILE  S A;Reciclaje de vidrio;Metropolitana de Santiago;Talagante;Padre Hurtado
Municipio;I MUNICIPALIDAD DE SANTIAGO;ILUSTRE MUNICIPALIDAD DE SANTIAGO;5441724;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;Santiago;-33,43782696;-70,65044388;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Vidrio;1573,22;2015;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA;Reciclaje de vidrio;Metropolitana de Santiago;Santiago;Cerrillos
