"tipo_o_rol_declarante";"razon_social";"nombre_establecimiento";"id_establecimiento_vu";"rubro_retc";"ciiu6";"ciiu4";"region";"provincia";"comuna";"huso";"coordenada_este";"coordenada_norte";"capitulo_ler";"subcapitulo_ler";"nombre_ler";"tratamiento";"valorizacion_eliminacion";"cantidad_toneladas";"declaracion_estimacion";"ano";"id_establecimiento_vu_destinatario";"nombre_establecimiento_destinatario";"razon_social_destinatario";"comuna_destinatario";"region_destinatario"
"Municipio";"I MUNICIPALIDAD DE REQUINOA";"ILUSTRE MUNICIPALIDAD DE REQUINOA";3022585;"Otras actividades";"Actividades de organizaciones y órganos extraterritoriales";"Actividades de organizaciones y órganos extraterritoriales";"Libertador Gral. Bernardo O'Higgins";"Cachapoal";"Requínoa";19;333072;6205099;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";"Valorización";129,16;"Declaración";2019;2372;"CRISTALERIAS DE CHILE  S A";"CRISTALERIAS DE CHILE S A | CRISTALERIAS DE CHILE  S A";"Padre Hurtado";"Metropolitana de Santiago"
"Municipio";"I MUNICIPALIDAD DE COELEMU";"ILUSTRE MUNICIPALIDAD DE COELEMU";3023796;"Otras actividades";"Actividades de mantenimiento del orden público y de seguridad";"Actividades de mantenimiento del orden público y de seguridad";"Ñuble";"Itata";"Coelemu";18;706038;5959985;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";4857,12;"Declaración";2019;244575;"ECOBIO";"ECOBIO SA | ECOBIO";"Chillán Viejo";"Ñuble"
"Municipio";"I MUNICIPALIDAD DE CURICO";"ILUSTRE MUNICIPALIDAD DE CURICÓ";3023079;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Maule";"Curicó";"Curicó";19;295659;6126223;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";63072,94;"Declaración";2019;4587897;"CENTRO DE TRATAMIENTO DE RESIDUOS ECOMAULE";"ECOMAULE S A | CENTRO DE TRATAMIENTO DE RESIDUOS ECOMAULE";"Río Claro";"Maule"
"Municipio";"ILUSTRE MUNICIPALIDAD DE COLINA";"ILUSTRE MUNICIPALIDAD DE COLINA";325222;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Chacabuco";"Colina";19;343047;6324715;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Metales";"Pretratamiento de Metales";"Valorización";14,497;"Declaración";2019;5467254;"METALES Y ALUMINIOS SA RENCA";"METALES Y ALUMINIOS S.A. | METALES Y ALUMINIOS SA RENCA";"Renca";"Metropolitana de Santiago"
"Municipio";"ILUSTRE MUNICIPALIDAD DE GALVARINO";"ILUSTRE MUNICIPALIDAD DE GALVARINO";1965230;"Otras actividades";"Actividades de hospitales y clínicas públicas";"Actividades de hospitales públicos y privados";"Araucanía";"Cautín";"Galvarino";18;693649;5746490;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";161,71;"Declaración";2019;5461913;"VERTEDERO LICURA (MULCHEN";"EMPRESA DE SERVICIOS MECANIZADOS ASEOS Y ROCES LTDA | VERTEDERO LICURA (MULCHEN";"Mulchén";"Biobío"
"Municipio";"I MUNICIPALIDAD DE COLTAUCO";"ILUSTRE MUNICIPALIDAD DE COLTAUCO";4054483;"Otras actividades";"Actividades de descontaminación y otros servicios de gestión de desechos";"Actividades de descontaminación y otros servicios de gestión de desechos";"Libertador Gral. Bernardo O'Higgins";"Cachapoal";"Coltauco";19;308040;6203964;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";5048,07;"Declaración";2019;5457604;"RELLENO SANITARIO COLIHUES LA YESCA";"I MUNICIPALIDAD DE RANCAGUA | RELLENO SANITARIO COLIHUES LA YESCA";"Requínoa";"Libertador Gral. Bernardo O'Higgins"
"Municipio";"I MUNICIPALIDAD DE LOS ANGELES";"ILUSTRE MUNICIPALIDAD DE LOS ÁNGELES";1963508;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Biobío";"Biobío";"Los Angeles";18;734262;5849572;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Residuos de la limpieza de alcantarillas";"Relleno sanitario";"Eliminación";583;"Declaración";2019;7803;"RELLENO SANITARIO LOMA LOS COLORADOS";"K D M  S A | RELLENO SANITARIO LOMA LOS COLORADOS";"Tiltil";"Metropolitana de Santiago"
"Municipio";"ILUSTRE MUNICIPALIDAD DE SAN JOAQUÍN";"ILUSTRE MUNICIPALIDAD DE SAN JOAQUÍN";4085312;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Santiago";"San Joaquín";19;347481;6294384;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";"Valorización";194;"Declaración";2019;1967;"CRISTALERIAS TORO SPA";"CRISTALERIAS TORO SPA | CRISTALERIAS TORO SPA";"Cerrillos";"Metropolitana de Santiago"
"Municipio";"I MUNICIPALIDAD DE SANTIAGO";"ILUSTRE MUNICIPALIDAD DE SANTIAGO";5441724;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Santiago";"Santiago";19;346580;6298956;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Residuos voluminosos (incluidos muebles)";"Relleno sanitario";"Eliminación";7974;"Declaración";2019;7803;"RELLENO SANITARIO LOMA LOS COLORADOS";"K D M  S A | RELLENO SANITARIO LOMA LOS COLORADOS";"Tiltil";"Metropolitana de Santiago"
"Municipio";"ILUSTRE MUNICIPALIDAD DE SAN JOSÉ DE MAIPO";"ILUSTRE MUNICIPALIDAD DE SAN JOSÉ DE MAIPO";5441685;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Cordillera";"San José de Maipo";19;374473;6276873;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";"Valorización";101,25;"Declaración";2019;1967;"CRISTALERIAS TORO SPA";"CRISTALERIAS TORO SPA | CRISTALERIAS TORO SPA";"Cerrillos";"Metropolitana de Santiago"
"Municipio";"I MUNICIPALIDAD DE LOS ANGELES";"ILUSTRE MUNICIPALIDAD DE LOS ÁNGELES";1963508;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Biobío";"Biobío";"Los Angeles";18;734262;5849572;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";"Valorización";462,05;"Declaración";2019;1967;"CRISTALERIAS TORO SPA";"CRISTALERIAS TORO SPA | CRISTALERIAS TORO SPA";"Cerrillos";"Metropolitana de Santiago"
"Municipio";"ILUSTRE MUNICIPALIDAD DE LINARES";"ILUSTRE MUNICIPALIDAD DE LINARES";3023086;"Otras actividades";"Actividades de organizaciones y órganos extraterritoriales";"Actividades de organizaciones y órganos extraterritoriales";"Maule";"Linares";"Linares";19;265408;6030139;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";34938,46;"Declaración";2019;6054;"RELLENO SANITARIO DEL MAULE S.A.";"RELLENOS SANITARIOS DEL MAULE S A | RELLENO SANITARIO DEL MAULE S.A.";"Talca";"Maule"
"Municipio";"I MUNICIPALIDAD DE CARTAGENA";"ILUSTRE MUNICIPALIDAD DE CARTAGENA";4055183;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Valparaíso";"San Antonio";"Cartagena";19;258268;6285020;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Pretratamiento de Papel y Cartón";"Valorización";8,5;"Declaración";2019;5467294;"RECICLADOS INDUSTRIALES PLACILLA";"RECICLADOS INDUSTRIALES S.A | RECICLADOS INDUSTRIALES PLACILLA";"Valparaíso";"Valparaíso"
"Municipio";"I MUNICIPALIDAD DE PROVIDENCIA";"MUNICIPALIDAD DE PROVIDENCIA";4585273;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Santiago";"Providencia";19;350394;6299660;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Metales";"Relleno sanitario";"Eliminación";403,8;"Declaración";2019;7803;"RELLENO SANITARIO LOMA LOS COLORADOS";"K D M  S A | RELLENO SANITARIO LOMA LOS COLORADOS";"Tiltil";"Metropolitana de Santiago"
"Municipio";"I MUNICIPALIDAD DE LA GRANJA";"ILUSTRE MUNICIPALIDAD DE LA GRANJA";4055176;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Santiago";"La Granja";19;348436;6287245;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de plásticos";"Valorización";36,2;"Declaración";2019;5468895;"RECIPET SA";"RECIPET S A | RECIPET SA";"Santiago";"Metropolitana de Santiago"
"Municipio";"ILUSTRE MUNICIPALIDAD DE ISLA DE MAIPO";"ILUSTRE MUNICIPALIDAD DE ISLA DE MAIPO";4053452;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Talagante";"Isla de Maipo";19;324007;6264334;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de plásticos";"Valorización";1,42;"Declaración";2019;5460689;"GREENPLAST SA";"GREENPLAST SA | GREENPLAST SA";"Lampa";"Metropolitana de Santiago"
"Municipio";"I MUNICIPALIDAD DE LOTA";"ILUSTRE MUNICIPALIDAD DE LOTA";1963660;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Biobío";"Concepción";"Lota";18;663915;5893041;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";13346,77;"Declaración";2019;33161;"PLANTA COPIULEMU";"HIDRONOR CHILE S A | PLANTA COPIULEMU";"Florida";"Biobío"
"Municipio";"I MUNICIPALIDAD DE PUERTO VARAS";"ILUSTRE MUNICIPALIDAD DE PUERTO VARAS";253477;"Otras actividades";"Actividades de organizaciones y órganos extraterritoriales";"Actividades de organizaciones y órganos extraterritoriales";"Los Lagos";"Llanquihue";"Puerto Varas";18;668798;5424124;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Pretratamiento de Papel y Cartón";"Valorización";41;"Declaración";2019;5462303;"SOCIEDAD RECUPERADORA DE PAPELES";"SOC RECUPERADORA DE PAPEL SPA | SOCIEDAD RECUPERADORA DE PAPELES";"Antofagasta";"Antofagasta"
"Municipio";"ILUSTRE MUNICIPALIDAD DE CHAITÉN";"ILUSTRE MUNICIPALIDAD DE CHAITÉN";911615;"";"";"";"Los Lagos";"Palena";"Chaitén";18;686363;5245906;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";142;"Declaración";2019;5477569;"VERTEDERO MUNICIPAL";"ILUSTRE MUNICIPALIDAD DE CHAITÉN | VERTEDERO MUNICIPAL";"Chaitén";"Los Lagos"
"Municipio";"I MUNICIPALIDAD DE PROVIDENCIA";"MUNICIPALIDAD DE PROVIDENCIA";4585273;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Santiago";"Providencia";19;350394;6299660;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";"Valorización";816,8;"Declaración";2019;2372;"CRISTALERIAS DE CHILE  S A";"CRISTALERIAS DE CHILE S A | CRISTALERIAS DE CHILE  S A";"Padre Hurtado";"Metropolitana de Santiago"
"Municipio";"I MUNICIPALIDAD DE MOSTAZAL";"MUNICIPALIDAD DE MOSTAZAL";4054481;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Libertador Gral. Bernardo O'Higgins";"Cachapoal";"Mostazal";19;341868;6238732;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Aceites y grasas comestibles";"Pretratamiento de aceites y grasas comestibles";"Valorización";2,56;"Declaración";2019;5466728;"SOCIEDAD GENERAL RENDERING CHILE SA";"SOCIEDAD GENERAL RENDERING CHILE LIMITADA | SOCIEDAD GENERAL RENDERING CHILE SA";"Lampa";"Metropolitana de Santiago"
"Municipio";"ILUSTRE MUNICIPALIDAD DE SAN FELIPE";"ILUSTRE MUNICIPALIDAD DE SAN FELIPE";4054472;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Valparaíso";"San Felipe de Aconcagua";"San Felipe";19;338334;6375096;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Pretratamiento de plásticos";"Valorización";9,647;"Declaración";2019;5463313;"CHATARRA ALMENDRAL";"COMERCIAL Y SERVICIOS MOLINA. MOLINA & LEIVA LIMITADA | CHATARRA ALMENDRAL";"Santa María";"Valparaíso"
"Municipio";"I MUNICIPALIDAD DE LA CALERA";"ILUSTRE MUNICIPALIDAD DE LA CALERA";5441461;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Valparaíso";"Quillota";"Calera";19;293940;6369967;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";20531;"Declaración";2019;5457683;"PLANTA DE TRATAMIENTO INTEGRAL DE RESIDUOS CERROS LA LEONA";"GESTION ECOLOGICA DE RESIDUOS S A | PLANTA DE TRATAMIENTO INTEGRAL DE RESIDUOS CERROS LA LEONA";"Tiltil";"Metropolitana de Santiago"
"Municipio";"I MUNICIPALIDAD DE NACIMIENTO";"ILUSTRE MUNICIPALIDAD DE NACIMIENTO";1963515;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Biobío";"Biobío";"Nacimiento";18;705897;5846841;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";"Valorización";4,89;"Declaración";2019;1967;"CRISTALERIAS TORO SPA";"CRISTALERIAS TORO SPA | CRISTALERIAS TORO SPA";"Cerrillos";"Metropolitana de Santiago"
"Municipio";"ILUSTRE MUNICIPALIDAD DE YERBAS BUENAS";"ILUSTRE MUNICIPALIDAD DE YERBAS BUENAS";3023087;"";"";"";"Maule";"Linares";"Yerbas Buenas";19;266376;6040692;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Vertedero";"Eliminación";5,15;"Declaración";2019;5464026;"RELLENO SANITARIO SAN ROQUE";"SOCIEDAD ARQUITECTURA Y PAISAJISMO RIO MAULE LTDA | RELLENO SANITARIO SAN ROQUE";"San Clemente";"Maule"
"Municipio";"ILUSTRE MUNICIPALIDAD DE MACHALI";"ILUSTRE MUNICIPALIDAD DE MACHALÍ";4054479;"Otras actividades";"Actividades de asociaciones empresariales y de empleadores";"Actividades de asociaciones empresariales y de empleadores";"Libertador Gral. Bernardo O'Higgins";"Cachapoal";"Machalí";19;347339;6216706;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Residuos municipales no especificados en otra categoría";"Sitio de Escombros de la Construcción";"Eliminación";0,89;"Declaración";2019;5468692;"SOCIEDAD COMERCIAL GREEN WORLD LIMITADA";"SOCIEDAD COMERCIAL GREEN WORLD LIMITADA | SOCIEDAD COMERCIAL GREEN WORLD LIMITADA";"Rancagua";"Libertador Gral. Bernardo O'Higgins"
"Municipio";"I MUNICIPALIDAD DE LA REINA";"MUNICIPALIDAD DE LA REINA";4053499;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Santiago";"La Reina";19;357800;6297500;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";"Valorización";141,8;"Declaración";2019;1967;"CRISTALERIAS TORO SPA";"CRISTALERIAS TORO SPA | CRISTALERIAS TORO SPA";"Cerrillos";"Metropolitana de Santiago"
"Municipio";"I MUNICIPALIDAD DE FRESIA";"ILUSTRE MUNICIPALIDAD DE FRESIA";2154307;"Otras actividades";"Actividades de asociaciones empresariales y de empleadores";"Actividades de asociaciones empresariales y de empleadores";"Los Lagos";"Llanquihue";"Fresia";18;632889;5443383;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";213,54;"Declaración";2019;5465162;"RELLENO SANITARIO PROVINCIAL COMUNA DE PUERTO VARAS";"I MUNICIPALIDAD DE PUERTO VARAS | RELLENO SANITARIO PROVINCIAL COMUNA DE PUERTO VARAS";"Puerto Varas";"Los Lagos"
"Municipio";"I MUNICIPALIDAD DE ARICA";"ILUSTRE MUNICIPALIDAD DE ARICA";244524;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Arica y Parinacota";"Arica";"Arica";19;360787;7956208;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Basural";"Eliminación";80948,26;"Declaración";2019;5473154;"VERTEDERO MUNICIPAL";"I MUNICIPALIDAD DE ARICA | VERTEDERO MUNICIPAL";"Arica";"Arica y Parinacota"
"Municipio";"I MUNICIPALIDAD DE FRESIA";"ILUSTRE MUNICIPALIDAD DE FRESIA";2154307;"Otras actividades";"Actividades de asociaciones empresariales y de empleadores";"Actividades de asociaciones empresariales y de empleadores";"Los Lagos";"Llanquihue";"Fresia";18;632889;5443383;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";213,17;"Declaración";2019;5465162;"RELLENO SANITARIO PROVINCIAL COMUNA DE PUERTO VARAS";"I MUNICIPALIDAD DE PUERTO VARAS | RELLENO SANITARIO PROVINCIAL COMUNA DE PUERTO VARAS";"Puerto Varas";"Los Lagos"
"Municipio";"I MUNICIPALIDAD DE CHEPICA";"ILUSTRE MUNICIPALIDAD DE CHÉPICA";3023300;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Libertador Gral. Bernardo O'Higgins";"Colchagua";"Chépica";19;291882;6154741;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";4526;"Declaración";2019;6054;"RELLENO SANITARIO DEL MAULE S.A.";"RELLENOS SANITARIOS DEL MAULE S A | RELLENO SANITARIO DEL MAULE S.A.";"Talca";"Maule"
"Municipio";"I MUNICIPALIDAD DE YUNGAY";"ILUSTRE MUNICIPALIDAD DE YUNGAY";5469886;"Otras actividades";"Actividades de mantenimiento del orden público y de seguridad";"Actividades de mantenimiento del orden público y de seguridad";"Ñuble";"Diguillín";"Yungay";18;764834;5887640;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";5186;"Declaración";2019;5453436;"RELLENO SANITARIO LOS ANGELES";"DEMARCO S A | RELLENO SANITARIO LOS ANGELES";"Los Angeles";"Biobío"
"Municipio";"I MUNICIPALIDAD DE LA UNION";"ILUSTRE MUNICIPALIDAD DE LA UNIÓN";911604;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Los Ríos";"Ranco";"La Unión";18;663110;5538175;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";929;"Declaración";2019;4587637;"VERTEDERO DE MORROMPULLI Y EDIFICIO CONSISTORIAL";"I MUNICIPALIDAD VALDIVIA | VERTEDERO DE MORROMPULLI Y EDIFICIO CONSISTORIAL";"Valdivia";"Los Ríos"
"Municipio";"I MUNICIPALIDAD DE LANCO";"ILUSTRE MUNICIPALIDAD DE LANCO";1986194;"Otras actividades";"Otras actividades de servicios personales n.c.p.";"Otras actividades de servicios personales n.c.p.";"Los Ríos";"Valdivia";"Lanco";18;691050;5630818;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Pretratamiento de Papel y Cartón";"Valorización";0,5;"Declaración";2019;5469635;"BODEGA G2 LTDA";"INGENIERIA Y CONSTRUCCION G2 LIMITADA | BODEGA G2 LTDA";"Valdivia";"Los Ríos"
"Municipio";"I MUNICIPALIDAD DE NEGRETE";"ILUSTRE MUNICIPALIDAD DE NEGRETE";3117123;"Otras actividades";"Actividades de mantenimiento del orden público y de seguridad";"Actividades de mantenimiento del orden público y de seguridad";"Biobío";"Biobío";"Negrete";18;718203;5837354;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";2461,21;"Declaración";2019;5461913;"VERTEDERO LICURA (MULCHEN";"EMPRESA DE SERVICIOS MECANIZADOS ASEOS Y ROCES LTDA | VERTEDERO LICURA (MULCHEN";"Mulchén";"Biobío"
"Municipio";"I MUNICIPALIDAD DE RENAICO";"ILUSTRE MUNICIPALIDAD DE RENAICO";1963667;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Araucanía";"Malleco";"Renaico";18;712976;5827926;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";2483,44;"Declaración";2019;5461913;"VERTEDERO LICURA (MULCHEN";"EMPRESA DE SERVICIOS MECANIZADOS ASEOS Y ROCES LTDA | VERTEDERO LICURA (MULCHEN";"Mulchén";"Biobío"
"Municipio";"I MUNICIPALIDAD DE FRESIA";"ILUSTRE MUNICIPALIDAD DE FRESIA";2154307;"Otras actividades";"Actividades de asociaciones empresariales y de empleadores";"Actividades de asociaciones empresariales y de empleadores";"Los Lagos";"Llanquihue";"Fresia";18;632889;5443383;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";186,497;"Declaración";2019;5465162;"RELLENO SANITARIO PROVINCIAL COMUNA DE PUERTO VARAS";"I MUNICIPALIDAD DE PUERTO VARAS | RELLENO SANITARIO PROVINCIAL COMUNA DE PUERTO VARAS";"Puerto Varas";"Los Lagos"
"Municipio";"I MUNICIPALIDAD DE PROVIDENCIA";"MUNICIPALIDAD DE PROVIDENCIA";4585273;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Santiago";"Providencia";19;350394;6299660;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Otras fracciones no especificadas en otra categoría";"Pretratamiento de madera que no contiene sustancias peligrosas";"Valorización";37;"Declaración";2019;88827;"RECUPAC S A";"RECUPAC S A | RECUPAC S A";"La Pintana";"Metropolitana de Santiago"
"Municipio";"I MUNICIPALIDAD DE ARICA";"ILUSTRE MUNICIPALIDAD DE ARICA";244524;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Arica y Parinacota";"Arica";"Arica";19;360787;7956208;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Residuos municipales no especificados en otra categoría";"Basural";"Eliminación";1551,32;"Declaración";2019;5473154;"VERTEDERO MUNICIPAL";"I MUNICIPALIDAD DE ARICA | VERTEDERO MUNICIPAL";"Arica";"Arica y Parinacota"
